165,AZ00018
166,AZ00019
167,AZ00020
168,AZ00021
169,AZ00022
170,AZ00023
171,AZ00024
172,AZ00025
173,AZ00026
174,AZ00027
175,AZ00028
176,AZ00030
177,AZ00031
178,AZ00032
179,AZ00034
180,AZ00035
181,AZ00036
182,AZ00037
183,AZ00038
184,AZ00039
185,AZ00040
186,AZ00041
187,AZ00042
188,AZ00043
189,AZ00045
190,AZ00046
191,AZ00047
192,AZ00050
193,AZ00051
194,AZ00052
195,AZ00054
196,AZ00055
197,AZ00057
198,AZ00058
199,AZ00059
200,AZ00060
201,AZ00061
202,AZ00062
203,AZ00064
204,AZ00066
205,AZ00068
206,AZ00070
207,AZ00072
208,AZ00073
209,AZ00074
210,AZ00076
211,AZ00077
212,AZ00078
213,AZ00079
214,AZ00080
215,AZ00081
216,AZ00082
217,AZ00083
218,AZ00086
219,AZ00087
220,AZ00088
221,AZ00089
222,AZ00090
223,AZ00091
224,AZ00092
225,AZ00093
226,AZ00094
227,AZ00098
228,AZ00100
229,AZ00103
230,AZ00105
231,AZ00107
232,AZ00110
233,AZ00111
234,AZ00115
235,AZ00116
236,AZ00998
237,AZ01705
238,AZ03040
239,AZ03067
240,AZ03069
241,AZ01830
242,AZ01901
243,AZ03012
244,AZ03022
245,AZ03028
246,AZ03034
247,AZ03038
248,AZ03047
249,AZ03056
250,AZ03064
251,AZ03073
252,AZ03075
253,AZ03088
254,AZ03093
255,AZ03094
256,AZ03096
257,AZ03097
258,AZ05000
259,AZ05003
260,AZ05006
261,AZ05009
262,AZ05036
263,AZ05044
264,AZ05053
265,AZ01695
266,AZ01781
267,AZ01800
268,AZ06007
269,AZ06008
270,AZ06009
271,AZ06017
272,AZ06019
273,AZ06024
274,AZ06028
275,AZ06033
276,AZ06034
277,AZ06036
278,AZ06037
279,AZ06038
280,AZ06047
281,AZ06049
282,AZ06052
283,AZ06058
284,AZ06061
285,AZ06064
286,AZ06069
287,AZ06070
288,AZ06071
289,AZ06073
290,AZ06074
291,AZ06076
292,AZ06079
293,AZ06081
294,AZ06084
295,AZ06086
296,AZ06087
297,AZ06088
298,AZ06091
299,AZ06092
300,AZ06096
301,AZ06098
302,AZ06106
303,AZ06107
304,AZ06108
305,AZ06110
306,AZ06114
307,AZ06127
308,AZ06134
309,AZ06136
310,AZ06140
311,AZ06149
312,AZ06155
313,AZ06156
314,AZ06157
315,AZ06158
316,AZ06159
317,AZ06160
318,AZ06162
319,AZ06164
320,AZ06170
321,AZ06172
322,AZ06176
323,AZ06177
324,AZ06178
325,AZ06179
326,AZ06180
327,AZ06184
328,AZ06189
329,AZ06190
330,AZ06195
331,AZ06202
332,AZ06205
333,AZ06207
334,AZ06214
335,AZ06225
336,AZ06228
337,AZ06230
338,AZ06231
339,AZ06232
340,AZ06234
341,AZ06237
342,AZ06241
343,AZ06242
344,AZ06250
345,AZ06252
346,AZ06253
347,AZ06254
348,AZ06255
349,AZ40010
350,AZ40020
351,AZ40030
352,AZ40050
353,AZ40100
354,AZ40110
355,AZ40140
356,AZ40210
357,AZ40220
358,AZ40230
359,AZ40310
360,AZ40320
361,AZ40330
362,AZ40340
363,AZ44010
364,AZ44020
365,AZ44090
366,AZ45180
367,AZ45200
368,AZ45210
369,AZ45220
370,AZ45240
371,AZ45250
372,AZ45280
373,AZ45290
374,AZ45300
375,AZ45360
376,AZ45370
377,AZ46010
378,AZ46020
379,AZ46030
380,AZ46040
381,AZ46050
382,AZ46060
383,AZ46070
384,AZ46080
385,AZ46090
386,AZ46100
387,AZ46110
388,AZ46120
389,AZ46130
390,AZ46150
391,AZ46160
392,AZ46170
393,AZ46180
394,AZ46190
395,AZ46200
396,AZ46210
397,AZ46230
398,AZ46240
399,AZ46250
400,AZ46260
401,AZ46270
402,AZ46280
403,AZ46290
404,AZ46300
405,AZ46310
406,AZ46330
407,AZ46340
408,AZ46350
409,AZ46360
410,AZ46370
411,AZ46380
412,AZ46390
413,AZ46400
414,AZ46410
415,AZ46440
416,AZ46470
417,AZ46750
418,AZ46760
419,AZ50160
420,AZ50180
421,AZ50240
422,AZ50350
423,AZ50370
424,AZ50410
425,AZ50430
426,AZ50440
427,AZ50460
428,AZ50580
429,AZ50610
430,AZ50620
431,AZ50660
432,AZ50670
433,AZ51000
434,AZ51010
435,AZ51020
436,AZ51030
437,AZ51040
438,AZ51050
439,AZ51060
440,AZ51070
441,AZ51080
442,AZ51090
443,AZ51100
444,AZ51130
445,AZ51140
446,AZ51150
447,AZ51160
448,AZ51180
449,AZ51190
450,AZ51230
451,AZ51240
452,AZ51250
453,AZ51260
454,AZ51270
455,AZ51280
456,AZ51290
457,AZ51300
458,AZ51310
459,AZ51320
460,AZ51330
461,AZ51340
462,AZ51350
463,AZ51360
464,AZ51380
465,AZ51400
466,AZ51410
467,AZ51420
468,AZ51430
469,AZ51500
470,AZ51510
471,AZ51520
472,AZ51540
473,AZ51550
474,AZ51560
475,AZ51570
476,AZ51580
477,AZ51600
478,AZ51610
479,AZ51620
480,AZ51640
481,AZ51650
482,AZ51670
483,AZ51690
484,AZ51730
485,AZ51760
486,AZ51790
487,AZ51800
488,AZ51810
489,AZ52030
490,AZ52070
491,AZ52090
492,AZ52100
493,AZ52160
494,AZ52180
495,AZ52200
496,AZ52210
497,AZ52220
498,AZ52250
499,AZ52280
500,AZ52300
501,AZ52340
502,AZ52370
503,AZ52380
504,AZ52430
505,AZ52440
506,AZ52490
507,AZ52540
508,AZ52620
509,AZ52720
510,AZ52730
511,AZ52750
512,AZ52760
513,AZ52790
514,AZ52810
515,AZ52850
516,AZ52860
517,AZ52910
518,AZ52930
519,AZ52940
520,AZ54040
521,AZ54100
522,AZ54120
523,AZ00053
524,AZ06000
525,AZ06001
526,AZ06003
527,AZ06004
528,AZ06006
529,AZ06015
530,AZ06016
531,AZ06018
532,AZ06022
533,AZ06023
534,AZ06025
535,AZ06031
536,AZ06032
537,AZ06039
538,AZ06040
539,AZ06042
540,AZ06059
541,AZ06062
542,AZ06067
543,AZ06078
544,AZ06083
545,AZ06085
546,AZ06089
547,AZ06093
548,AZ06099
549,AZ06100
550,AZ06101
551,AZ06111
552,AZ06113
553,AZ06115
554,AZ06117
555,AZ06119
556,AZ06120
557,AZ06121
558,AZ06123
559,AZ06124
560,AZ06125
561,AZ06130
562,AZ06132
563,AZ06133
564,AZ06137
565,AZ06144
566,AZ06151
567,AZ06168
568,AZ06175
569,AZ06186
570,AZ06191
571,AZ06197
572,AZ06198
573,AZ06199
574,AZ06200
575,AZ06204
576,AZ06208
577,AZ06211
578,AZ06221
579,AZ06244
580,AZ06251
581,AZ44140
582,AZ44150
583,AZ45010
584,AZ45020
585,AZ45030
586,AZ45040
587,AZ45050
588,AZ45060
589,AZ45070
590,AZ45080
591,AZ45090
592,AZ45110
593,AZ45120
594,AZ45130
595,AZ45140
596,AZ45160
597,AZ45170
598,AZ45320
599,AZ45330
600,AZ45340
601,AZ45350
602,AZ45390
603,AZ45420
604,AZ45440
605,AZ46430
606,AZ52010
607,AZ52040
608,AZ52050
609,AZ52110
610,AZ52130
611,AZ52170
612,AZ52190
613,AZ52230
614,AZ52240
615,AZ52260
616,AZ52270
617,AZ52310
618,AZ52330
619,AZ52350
620,AZ52390
621,AZ52400
622,AZ52410
623,AZ52420
624,AZ52460
625,AZ52470
626,AZ52550
627,AZ52580
628,AZ52600
629,AZ52610
630,AZ52650
631,AZ52680
632,AZ52740
633,AZ52770
634,AZ52780
635,AZ52840
636,AZ52870
637,AZ52880
638,AZ52950
639,AZ52970
640,AZ54160
641,AZ01370
642,AZ06043
643,AZ06090
644,AZ06129
645,AZ06210
646,AZ06259
647,AZ52080
648,AZ52320
649,AZ52510
650,AZ52520
651,AZ00112
652,AZ06010
653,AZ06020
654,AZ06029
655,AZ06060
656,AZ06068
657,AZ06075
658,AZ06077
659,AZ06102
660,AZ06126
661,AZ06183
662,AZ06203
663,AZ00069
664,AZ00084
665,AZ00085
666,AZ00095
667,AZ00101
668,AZ00102
669,AZ00104
670,AZ00109
671,AZ03000
672,AZ03006
673,AZ03008
674,AZ03010
675,AZ03011
676,AZ03014
677,AZ03015
678,AZ03019
679,AZ03021
680,AZ03025
681,AZ03026
682,AZ03027
683,AZ03029
684,AZ03030
685,AZ03031
686,AZ03045
687,AZ03048
688,AZ03050
689,AZ03051
690,AZ03052
691,AZ03060
692,AZ03070
693,AZ03079
694,AZ03081
695,AZ03084
696,AZ03087
697,AZ03095
698,AZ05004
699,AZ05007
700,AZ05008
701,AZ05010
702,AZ05012
703,AZ05013
704,AZ05014
705,AZ05015
706,AZ05016
707,AZ05017
708,AZ05019
709,AZ05020
710,AZ05023
711,AZ05025
712,AZ05028
713,AZ05029
714,AZ05030
715,AZ05032
716,AZ05033
717,AZ05035
718,AZ05040
719,AZ05042
720,AZ05047
721,AZ05048
722,AZ05049
723,AZ06011
724,AZ06021
725,AZ06026
726,AZ06027
727,AZ06035
728,AZ06046
729,AZ06048
730,AZ06056
731,AZ06057
732,AZ06065
733,AZ06066
734,AZ06094
735,AZ06095
736,AZ06103
737,AZ06104
738,AZ06109
739,AZ06122
740,AZ06128
741,AZ06135
742,AZ06139
743,AZ06142
744,AZ06143
745,AZ06147
746,AZ06150
747,AZ06161
748,AZ06181
749,AZ06185
750,AZ06201
751,AZ06206
752,AZ06213
753,AZ06215
754,AZ06219
755,AZ06222
756,AZ06223
757,AZ06227
758,AZ06229
759,AZ06238
760,AZ06239
761,AZ06243
762,AZ06245
763,AZ06246
764,AZ00106
765,AZ00118
766,AZ03002
767,AZ03003
768,AZ03005
769,AZ03013
770,AZ03016
771,AZ03017
772,AZ03024
773,AZ03032
774,AZ03033
775,AZ03035
776,AZ03036
777,AZ03037
778,AZ03039
779,AZ03043
780,AZ03044
781,AZ03046
782,AZ03049
783,AZ03054
784,AZ03062
785,AZ03068
786,AZ03072
787,AZ03076
788,AZ03077
789,AZ03086
790,AZ03092
791,AZ06014
792,AZ06041
793,AZ06050
794,AZ06053
795,AZ06080
796,AZ06082
797,AZ06097
798,AZ06173
799,AZ06174
800,AZ06226
801,AZ06248
802,AZ00048
803,AZ06005
804,AZ06012
805,AZ06013
806,AZ06045
807,AZ06063
808,AZ06145
809,AZ06169
810,AZ06182
811,AZ06235
812,AZ03004
813,AZ03007
814,AZ03009
815,AZ03018
816,AZ03042
817,AZ03053
818,AZ03080
819,AZ03083
820,AZ03085
821,AZ05055
822,CA03085
823,CA03098
824,CA04245
825,CA04258
826,CA05612
827,CA05622
828,CA05624
829,CA05625
830,CA15636
831,CA00002
832,CA00003
833,CA00005
834,CA00006
835,CA00007
836,CA00008
837,CA00009
838,CA00010
839,CA00012
840,CA00013
841,CA00014
842,CA00015
843,CA00016
844,CA00017
845,CA00019
846,CA00020
847,CA00021
848,CA00023
849,CA00024
850,CA00027
851,CA00028
852,CA00030
853,CA00032
854,CA00033
855,CA00034
856,CA00035
857,CA00036
858,CA00037
859,CA00038
860,CA00039
861,CA00040
862,CA00041
863,CA00042
864,CA00045
865,CA00047
866,CA00048
867,CA00049
868,CA00050
869,CA00051
870,CA00052
871,CA00054
872,CA00055
873,CA00056
874,CA00057
875,CA00058
876,CA00059
877,CA00060
878,CA00061
879,CA00062
880,CA00063
881,CA00064
882,CA00065
883,CA00066
884,CA00068
885,CA00071
886,CA00072
887,CA00073
888,CA00074
889,CA00075
890,CA00076
891,CA00077
892,CA00078
893,CA00079
894,CA00080
895,CA00081
896,CA00082
897,CA00083
898,CA00084
899,CA00085
900,CA00086
901,CA00087
902,CA00088
903,CA00089
904,CA00090
905,CA00091
906,CA00093
907,CA00094
908,CA00095
909,CA00096
910,CA00097
911,CA00098
912,CA00099
913,CA00100
914,CA00102
915,CA00103
916,CA00104
917,CA00106
918,CA00107
919,CA00108
920,CA00111
921,CA00113
922,CA00114
923,CA00115
924,CA00116
925,CA00117
926,CA00118
927,CA00119
928,CA00120
929,CA00123
930,CA00124
931,CA00125
932,CA00126
933,CA00128
934,CA00129
935,CA00130
936,CA00136
937,CA00149
938,CA00157
939,CA03464
940,CA03655
941,CA03718
942,CA03719
943,CA03720
944,CA03750
945,CA04295
946,CA99999
947,CA00018
948,CA00022
949,CA00026
950,CA00029
951,CA00031
952,CA00043
953,CA00044
954,CA00046
955,CA00053
956,CA00070
957,CA00092
958,CA03945
959,CA06007
960,CA06012
961,CA06013
962,CA06015
963,CA06016
964,CA06018
965,CA06019
966,CA06020
967,CA06021
968,CA06022
969,CA06023
970,CA06024
971,CA06025
972,CA06026
973,CA06027
974,CA06028
975,CA06030
976,CA06031
977,CA06033
978,CA06034
979,CA06036
980,CA06037
981,CA06038
982,CA06040
983,CA06041
984,CA06042
985,CA06043
986,CA06044
987,CA06045
988,CA06046
989,CA06047
990,CA06048
991,CA06049
992,CA06050
993,CA06051
994,CA06053
995,CA06054
996,CA06055
997,CA06056
998,CA06058
999,CA06059
1000,CA06062
1001,CA06063
1002,CA06065
1003,CA06066
1004,CA06070
1005,CA06071
1006,CA06072
1007,CA06073
1008,CA06074
1009,CA06076
1010,CA06078
1011,CA06079
1012,CA06080
1013,CA06081
1014,CA06082
1015,CA06083
1016,CA06084
1017,CA03800
1018,CA04004
1019,CA04013
1020,CA04014
1021,CA04023
1022,CA04102
1023,CA04104
1024,CA04105
1025,CA04108
1026,CA04114
1027,CA04116
1028,CA04118
1029,CA04119
1030,CA04120
1031,CA04122
1032,CA04123
1033,CA04126
1034,CA04127
1035,CA04133
1036,CA04135
1037,CA04136
1038,CA04140
1039,CA04141
1040,CA04142
1041,CA04149
1042,CA04154
1043,CA04155
1044,CA04159
1045,CA04160
1046,CA04164
1047,CA04173
1048,CA04179
1049,CA04181
1050,CA04183
1051,CA04184
1052,CA04185
1053,CA04187
1054,CA04188
1055,CA04189
1056,CA04193
1057,CA04199
1058,CA04200
1059,CA04205
1060,CA04210
1061,CA04301
1062,CA04302
1063,CA04306
1064,CA04308
1065,CA04309
1066,CA04310
1067,CA04313
1068,CA04316
1069,CA04317
1070,CA04319
1071,CA04322
1072,CA04325
1073,CA04329
1074,CA04331
1075,CA04332
1076,CA04333
1077,CA04334
1078,CA04340
1079,CA04341
1080,CA04345
1081,CA04347
1082,CA04348
1083,CA04350
1084,CA04351
1085,CA04352
1086,CA04356
1087,CA04357
1088,CA04359
1089,CA04360
1090,CA04361
1091,CA04365
1092,CA04366
1093,CA04367
1094,CA04370
1095,CA04371
1096,CA04373
1097,CA04374
1098,CA04375
1099,CA04379
1100,CA04380
1101,CA04385
1102,CA04386
1103,CA04389
1104,CA04398
1105,CA04399
1106,CA04401
1107,CA04402
1108,CA04404
1109,CA04405
1110,CA04406
1111,CA04407
1112,CA04409
1113,CA04410
1114,CA04411
1115,CA04412
1116,CA04413
1117,CA04414
1118,CA04418
1119,CA04419
1120,CA04424
1121,CA04426
1122,CA04429
1123,CA04431
1124,CA04433
1125,CA04435
1126,CA04444
1127,CA04447
1128,CA04449
1129,CA04458
1130,CA04461
1131,CA04462
1132,CA04465
1133,CA05001
1134,CA05002
1135,CA05005
1136,CA05006
1137,CA05007
1138,CA05008
1139,CA05009
1140,CA05011
1141,CA05012
1142,CA05013
1143,CA05050
1144,CA05051
1145,CA05052
1146,CA05053
1147,CA05055
1148,CA05056
1149,CA05057
1150,CA05059
1151,CA05060
1152,CA05061
1153,CA05062
1154,CA05063
1155,CA05066
1156,CA06001
1157,CA06002
1158,CA06009
1159,CA07012
1160,CA07024
1161,CA07035
1162,CA07039
1163,CA07041
1164,CA16027
1165,CA16040
1166,CA16042
1167,CA16044
1168,CA08000
1169,CA08001
1170,CA08003
1171,CA08004
1172,CA08005
1173,CA08006
1174,CA08007
1175,CA08010
1176,CA08011
1177,CA08013
1178,CA08015
1179,CA09000
1180,CA09003
1181,CA09004
1182,CA09007
1183,CA09008
1184,CA09013
1185,CA09017
1186,CA09018
1187,CA09076
1188,CA00101
1189,CA00105
1190,CA00109
1191,CA00127
1192,CA00131
1193,CA00132
1194,CA00133
1195,CA00134
1196,CA00135
1197,CA00137
1198,CA00138
1199,CA00139
1200,CA00140
1201,CA00141
1202,CA00143
1203,CA00144
1204,CA00145
1205,CA00146
1206,CA00148
1207,CA00150
1208,CA00151
1209,CA00162
1210,CA00200
1211,CA00201
1212,CA00202
1213,CA00203
1214,CA00204
1215,CA00205
1216,CA00206
1217,CA00208
1218,CA00209
1219,CA00210
1220,CA00211
1221,CA00212
1222,CA00213
1223,CA00215
1224,CA00216
1225,CA00217
1226,CA00218
1227,CA00219
1228,CA00220
1229,CA00221
1230,CA00223
1231,CA00224
1232,CA00225
1233,CA00226
1234,CA00228
1235,CA00229
1236,CA00231
1237,CA00232
1238,CA00233
1239,CA00235
1240,CA00236
1241,CA00237
1242,CA00238
1243,CA00239
1244,CA00240
1245,CA00241
1246,CA00243
1247,CA00244
1248,CA00245
1249,CA00246
1250,CA00247
1251,CA00248
1252,CA00250
1253,CA00299
1254,CA00300
1255,CA00301
1256,CA00302
1257,CA00303
1258,CA00304
1259,CA00305
1260,CA00306
1261,CA00307
1262,CA00308
1263,CA00309
1264,CA00310
1265,CA00311
1266,CA00312
1267,CA00313
1268,CA00314
1269,CA00316
1270,CA00318
1271,CA00319
1272,CA00320
1273,CA00321
1274,CA00322
1275,CA00323
1276,CA00324
1277,CA00325
1278,CA00326
1279,CA00327
1280,CA00328
1281,CA00329
1282,CA00330
1283,CA01301
1284,CA01302
1285,CA01303
1286,CA01304
1287,CA01305
1288,CA01306
1289,CA01308
1290,CA01309
1291,CA01310
1292,CA01311
1293,CA01312
1294,CA01313
1295,CA01314
1296,CA01315
1297,CA01316
1298,CA01317
1299,CA01318
1300,CA01319
1301,CA01320
1302,CA01321
1303,CA01322
1304,CA01323
1305,CA01324
1306,CA01325
1307,CA01326
1308,CA01327
1309,CA01328
1310,CA01401
1311,CA01402
1312,CA01403
1313,CA01404
1314,CA01408
1315,CA01409
1316,CA01410
1317,CA01411
1318,CA01412
1319,CA01413
1320,CA01414
1321,CA01415
1322,CA03770
1323,CA10100
1324,CA10102
1325,CA10103
1326,CA10104
1327,CA10106
1328,CA10107
1329,CA10108
1330,CA10110
1331,CA10111
1332,CA10112
1333,CA10114
1334,CA10115
1335,CA10116
1336,CA10117
1337,CA10118
1338,CA10119
1339,CA10120
1340,CA10121
1341,CA10122
1342,CA10123
1343,CA05403
1344,CA05410
1345,CA05500
1346,CA05508
1347,CA05509
1348,CA05511
1349,CA05513
1350,CA05515
1351,CA05405
1352,CA05406
1353,CA05408
1354,CA05409
1355,CA00401
1356,CA00402
1357,CA00403
1358,CA00404
1359,CA00405
1360,CA00406
1361,CA00407
1362,CA00408
1363,CA00409
1364,CA00410
1365,CA00411
1366,CA00413
1367,CA00414
1368,CA00415
1369,CA00416
1370,CA00417
1371,CA00418
1372,CA00419
1373,CA00420
1374,CA00421
1375,CA00422
1376,CA00423
1377,CA00424
1378,CA00425
1379,CA00426
1380,CA00427
1381,CA00501
1382,CA00502
1383,CA00503
1384,CA00505
1385,CA00507
1386,CA00510
1387,CA00511
1388,CA00512
1389,CA00513
1390,CA00514
1391,CA00601
1392,CA00603
1393,CA00604
1394,CA00605
1395,CA00606
1396,CA00608
1397,CA00609
1398,CA00612
1399,CA00614
1400,CA00615
1401,CA00616
1402,CA00701
1403,CA00702
1404,CA00703
1405,CA00704
1406,CA00708
1407,CA00709
1408,CA00710
1409,CA00711
1410,CA03469
1411,CA03470
1412,CA03471
1413,CA03472
1414,CA03537
1415,CA03737
1416,CA00142
1417,CA00153
1418,CA00156
1419,CA03002
1420,CA03015
1421,CA03016
1422,CA03017
1423,CA03018
1424,CA03047
1425,CA03080
1426,CA03089
1427,CA03107
1428,CA03118
1429,CA03120
1430,CA03123
1431,CA03132
1432,CA03134
1433,CA03145
1434,CA03148
1435,CA03149
1436,CA03150
1437,CA00800
1438,CA00802
1439,CA00803
1440,CA00900
1441,CA00901
1442,CA00902
1443,CA00903
1444,CA00904
1445,CA00905
1446,CA00906
1447,CA00907
1448,CA00908
1449,CA01001
1450,CA01002
1451,CA01003
1452,CA01004
1453,CA01005
1454,CA01006
1455,CA01007
1456,CA01008
1457,CA01009
1458,CA01010
1459,CA01011
1460,CA01012
1461,CA01013
1462,CA01014
1463,CA01015
1464,CA01017
1465,CA01100
1466,CA01101
1467,CA01102
1468,CA01103
1469,CA01105
1470,CA01106
1471,CA01107
1472,CA01108
1473,CA01110
1474,CA01111
1475,CA01112
1476,CA01113
1477,CA01114
1478,CA01115
1479,CA01116
1480,CA01117
1481,CA01118
1482,CA01119
1483,CA01121
1484,CA01123
1485,CA01125
1486,CA01126
1487,CO00002
1488,CO00003
1489,CO00004
1490,CO00015
1491,CO00016
1492,CO00018
1493,CO00024
1494,CO00025
1495,CO02663
1496,CO02697
1497,CO02711
1498,CO02798
1499,CO02799
1500,CO02800
1501,CO02801
1502,CO02802
1503,CO02803
1504,CO02804
1505,CO02805
1506,CO02806
1507,CO02808
1508,CO02809
1509,CO02810
1510,CO02811
1511,CO02812
1512,CO02813
1513,CO02814
1514,CO02815
1515,CO02816
1516,CO02817
1517,CO02818
1518,CO02819
1519,CO02820
1520,CO02821
1521,CO02826
1522,CO02827
1523,CO02828
1524,CO02829
1525,CO02830
1526,CO02831
1527,CO02832
1528,CO02833
1529,CO02834
1530,CO02835
1531,CO02836
1532,CO02838
1533,CO02839
1534,CO02850
1535,CO02851
1536,CO02852
1537,CO02853
1538,CO02923
1539,CO03194
1540,CO03216
1541,CO03228
1542,CO03496
1543,CO03507
1544,CO03508
1545,CO03509
1546,CO03589
1547,CO03596
1548,CO03684
1549,CO03704
1550,CO03705
1551,CO03773
1552,CO03821
1553,CO03893
1554,CO03894
1555,CO03895
1556,CO03896
1557,CO03897
1558,CO03954
1559,CO03980
1560,CO04630
1561,CO05006
1562,CO05019
1563,CO05035
1564,CO05037
1565,CO05042
1566,CO05047
1567,CO05048
1568,CO05053
1569,CO05054
1570,CO05055
1571,CO05056
1572,CO05059
1573,CO05060
1574,CO05061
1575,CO05062
1576,CO05063
1577,CO05064
1578,CO05065
1579,CO05066
1580,CO05067
1581,CO05068
1582,CO05069
1583,CO05070
1584,CO05071
1585,CO05072
1586,CO05073
1587,CO05074
1588,CO05075
1589,CO05076
1590,CO05077
1591,CO05078
1592,CO05079
1593,CO05080
1594,CO05081
1595,CO05082
1596,CO05083
1597,CO05084
1598,CO05085
1599,CO05086
1600,CO05087
1601,CO05088
1602,CO05089
1603,CO05090
1604,CO05091
1605,CO05092
1606,CO05093
1607,CO05094
1608,CO05095
1609,CO05096
1610,CO05097
1611,CO05098
1612,CO05099
1613,CO05100
1614,CO05101
1615,CO05103
1616,CO05104
1617,CO05106
1618,CO05107
1619,CO05108
1620,CO05109
1621,CO05110
1622,CO05111
1623,CO05112
1624,CO05115
1625,CO05116
1626,CO05117
1627,CO05120
1628,CO05121
1629,CO05123
1630,CO05124
1631,CO05125
1632,CO05128
1633,CO05132
1634,CO05134
1635,CO05137
1636,CO05138
1637,CO05139
1638,CO05141
1639,CO05142
1640,CO05144
1641,CO05147
1642,CO05148
1643,CO05151
1644,CO05152
1645,CO05154
1646,CO05155
1647,CO05156
1648,CO05157
1649,CO05158
1650,CO05159
1651,CO05162
1652,CO05163
1653,CO05164
1654,CO05168
1655,CO05169
1656,CO05173
1657,CO05177
1658,CO05178
1659,CO05179
1660,CO05180
1661,CO05181
1662,CO05185
1663,CO05186
1664,CO05188
1665,CO05189
1666,CO05190
1667,CO05191
1668,CO05192
1669,CO05193
1670,CO05194
1671,CO05195
1672,CO05196
1673,CO05197
1674,CO05198
1675,CO05199
1676,CO05200
1677,CO05201
1678,CO05202
1679,CO05204
1680,CO05205
1681,CO05206
1682,CO05207
1683,CO05208
1684,CO05209
1685,CO05210
1686,CO05211
1687,CO05212
1688,CO05214
1689,CO05216
1690,CO05218
1691,CO05219
1692,CO05220
1693,CO05221
1694,CO05222
1695,CO05223
1696,CO05224
1697,CO05225
1698,CO05226
1699,CO05227
1700,CO05228
1701,CO05230
1702,CO05232
1703,CO05233
1704,CO05234
1705,CO05236
1706,CO05237
1707,CO05238
1708,CO05239
1709,CO05240
1710,CO05242
1711,CO05243
1712,CO05244
1713,CO05248
1714,CO05251
1715,CO05300
1716,CO05301
1717,CO05302
1718,CO05303
1719,CO05306
1720,CO05307
1721,CO05527
1722,CO05701
1723,CO05702
1724,CO05703
1725,CO05704
1726,CO05705
1727,CO05706
1728,CO05707
1729,CO05708
1730,CO05709
1731,CO05710
1732,CO05711
1733,CO05712
1734,CO05713
1735,CO05714
1736,CO05715
1737,CO05716
1738,CO05717
1739,CO05718
1740,CO05719
1741,CO05720
1742,CO05721
1743,CO05722
1744,CO05723
1745,CO05724
1746,CO05725
1747,CO05726
1748,CO05727
1749,CO05728
1750,CO05729
1751,CO05730
1752,CO05731
1753,CO05732
1754,CO05733
1755,CO05734
1756,CO05735
1757,CO05736
1758,CO05737
1759,CO05738
1760,CO05739
1761,CO05740
1762,CO05741
1763,CO05742
1764,CO05743
1765,CO05744
1766,CO05745
1767,CO05746
1768,CO05747
1769,CO05748
1770,CO05749
1771,CO05750
