Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLCOF02000,ROYAL GORGE FO,0501857,03/01/2006,02/28/2016,,02663,CUCHARAS CANYON NORTHEAST,46,CATTLE,12/1/2006,2/28/2007,CUSTODIAL,100,139
LLCOF02000,ROYAL GORGE FO,0501857,03/01/2006,02/28/2016,,02663,CUCHARAS CANYON NORTHEAST,42,CATTLE,12/1/2006,2/28/2007,CUSTODIAL,100,127
LLCOF02000,ROYAL GORGE FO,0501863,03/01/2006,02/28/2016,,05120,WEST SOMMERVILLE,22,CATTLE,8/15/2006,12/15/2006,ACTIVE,90,80
LLCOF02000,ROYAL GORGE FO,0501879,03/01/2012,02/28/2022,,05063,INDIAN GULCH COMMON,58,CATTLE,5/1/2012,6/15/2012,ACTIVE,75,66
LLCOF02000,ROYAL GORGE FO,0501879,03/01/2012,02/28/2022,,05064,BURNO MTN,1,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,6
LLCOF02000,ROYAL GORGE FO,0501884,03/01/2006,02/28/2016,,05107,LOWER GRANITE,30,CATTLE,11/15/2005,2/28/2006,ACTIVE,66,69
LLCOF02000,ROYAL GORGE FO,0501884,03/01/2006,02/28/2016,,05107,LOWER GRANITE,30,CATTLE,3/1/2006,5/31/2006,ACTIVE,66,60
LLCOF02000,ROYAL GORGE FO,0501895,03/01/2012,02/28/2022,,05188,RED GULCH,73,CATTLE,1/1/2013,4/30/2013,ACTIVE,84,242
LLCOF02000,ROYAL GORGE FO,0501895,03/01/2012,02/28/2022,,05192,MUD GULCH,20,CATTLE,5/1/2012,6/7/2012,ACTIVE,83,21
LLCOF02000,ROYAL GORGE FO,0501895,03/01/2012,02/28/2022,,05192,MUD GULCH,20,CATTLE,6/8/2012,7/1/2012,ACTIVE,100,16
LLCOF02000,ROYAL GORGE FO,0501947,03/01/2009,02/28/2019,,05801,COMO PARK EAST,200,CATTLE,7/7/2010,8/15/2010,ACTIVE,51,134
LLCOF02000,ROYAL GORGE FO,0501947,03/01/2009,02/28/2019,,05801,COMO PARK EAST,200,CATTLE,6/1/2010,6/15/2010,ACTIVE,100,99
LLCOF02000,ROYAL GORGE FO,0501947,03/01/2009,02/28/2019,,05801,COMO PARK EAST,200,CATTLE,6/15/2010,7/7/2010,ACTIVE,100,151
LLCOF02000,ROYAL GORGE FO,0501947,03/01/2009,02/28/2019,,05801,COMO PARK EAST,200,CATTLE,8/15/2010,9/15/2010,ACTIVE,7,15
LLCOF02000,ROYAL GORGE FO,0501951,03/01/2009,02/28/2019,,05759,CROWLEY COUNTY,1,CATTLE,3/1/2008,2/28/2009,ACTIVE,100,12
LLCOF02000,ROYAL GORGE FO,0501954,03/01/2008,02/28/2018,,05234,WEBSTER GULCH,29,CATTLE,6/1/2008,10/31/2008,ACTIVE,47,69
LLCOF02000,ROYAL GORGE FO,0501975,03/01/2006,02/28/2016,,02697,12 MILE PARK NORTH,1,CATTLE,3/1/2006,2/28/2007,CUSTODIAL,100,3
LLCOF02000,ROYAL GORGE FO,0501978,03/01/2008,02/28/2018,,05163,PARK MOUNTAIN,1,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,8
LLCOF02000,ROYAL GORGE FO,0501980,03/01/2008,02/28/2018,,05936,EAST CHAMA,1,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,1
LLCOF02000,ROYAL GORGE FO,0501985,03/01/2013,02/28/2023,HOLD,05769,LITTLE SHEEP,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,14
LLCOF02000,ROYAL GORGE FO,0501986,03/01/2008,02/28/2018,,05858,NORTH BADITO,1,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,10
LLCOF02000,ROYAL GORGE FO,0501989,03/01/2010,02/28/2020,,05811,APISHAPA BRIDGE,1,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,15
LLCOF02000,ROYAL GORGE FO,0501993,03/01/2010,02/28/2020,,15029,LAKE CREEK,1,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,12
LLCOF02000,ROYAL GORGE FO,0502003,03/01/2010,02/28/2020,,05179,WEST BOX CANYON,30,CATTLE,5/16/2010,10/15/2010,ACTIVE,88,133
LLCOF02000,ROYAL GORGE FO,0502009,03/01/2010,02/28/2020,,05821,SANTANA CANYON,1,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,5
LLCOF02000,ROYAL GORGE FO,0502944,03/01/2010,02/28/2020,,05226,SALT CANYON,1,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,1
LLCOF02000,ROYAL GORGE FO,0503163,03/01/2007,02/28/2017,,05729,WARM SPRINGS,15,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,178
LLCOF02000,ROYAL GORGE FO,0503164,03/01/2007,02/28/2017,,05124,WEST GUFFEY,1,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,8
LLCOF02000,ROYAL GORGE FO,0503694,03/01/2010,02/28/2020,,03194,HAYDEN RANCH,120,CATTLE,6/1/2010,9/30/2010,ACTIVE,98,472
LLCOF02000,ROYAL GORGE FO,0503695,03/01/2010,02/28/2020,,03509,SOUTH TEXAS CREEK,87,CATTLE,6/16/2010,10/15/2010,CUSTODIAL,100,347
LLCOF02000,ROYAL GORGE FO,0503695,03/01/2010,02/28/2020,,05214,HECK GULCH,1,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,12
LLCOF02000,ROYAL GORGE FO,0503729,03/01/2009,02/28/2019,,16010,RIVERSIDE RES.,1,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,10
LLCOF02000,ROYAL GORGE FO,0503743,03/01/2011,02/28/2021,HOLD,15045,MITRE PEAK NORTH,1,CATTLE,3/1/2001,2/28/2002,CUSTODIAL,100,5
LLCOF02000,ROYAL GORGE FO,0503746,04/01/2014,03/31/2024,FLPMA 402(C)(2)/APPROP ACT,15004,BEAR CREEK,45,CATTLE,11/20/2014,3/31/2015,ACTIVE,10,20
LLCOF02000,ROYAL GORGE FO,0503819,03/01/2007,02/28/2017,,05761,KIOWA COUNTY,12,CATTLE,3/1/2008,2/28/2009,CUSTODIAL,100,142
LLCOF02000,ROYAL GORGE FO,0503893,03/01/2010,02/28/2020,,05006,KERR GULCH COMMON,25,CATTLE,5/1/2010,9/30/2010,ACTIVE,100,126
LLCOF02000,ROYAL GORGE FO,0503893,03/01/2010,02/28/2020,,05006,KERR GULCH COMMON,40,YRLING CATTLE,5/1/2010,9/30/2010,CUSTODIAL,100,201
LLCOF02000,ROYAL GORGE FO,0504201,03/01/2010,02/28/2020,,05883,CLEVELAND MTN,2,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,20
LLCOF02000,ROYAL GORGE FO,0504253,03/01/2010,02/28/2018,,05739,HIGH CREEK ALLOTMENT,14,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,172
LLCOF02000,ROYAL GORGE FO,0504345,03/01/2010,02/28/2018,,05078,GEOLOGY CAMP,26,CATTLE,3/1/2011,6/1/2011,ACTIVE,90,72
LLCOF02000,ROYAL GORGE FO,0504345,03/01/2010,02/28/2018,,05078,GEOLOGY CAMP,26,CATTLE,12/1/2010,2/28/2011,ACTIVE,90,69
LLCOF02000,ROYAL GORGE FO,0504345,03/01/2010,02/28/2018,,05302,ESPANOZA GULCH,100,CATTLE,11/1/2010,2/28/2011,ACTIVE,88,347
LLCOF02000,ROYAL GORGE FO,0504364,03/01/2006,02/28/2016,,05238,RACE PATH ALLOTMENT,82,CATTLE,10/1/2010,2/28/2011,CUSTODIAL,92,378
LLCOF02000,ROYAL GORGE FO,0504364,03/01/2006,02/28/2016,,15002,BIG HOLE,178,CATTLE,10/1/2006,2/28/2007,ACTIVE,100,884
LLCOF02000,ROYAL GORGE FO,0504364,03/01/2006,02/28/2016,,15002,BIG HOLE,178,CATTLE,3/1/2007,3/31/2007,ACTIVE,100,181
LLCOF02000,ROYAL GORGE FO,0504367,03/01/2011,02/28/2017,,05735,TROUT CREEK,21,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,260
LLCOF02000,ROYAL GORGE FO,0504369,03/01/2011,02/28/2017,,05789,HARLIN DITCH,5,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,62
LLCOF02000,ROYAL GORGE FO,0504370,03/01/2011,02/28/2021,,03596,FOURMILE CREEK SOUTH,5,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,57
LLCOF02000,ROYAL GORGE FO,0504380,03/01/2011,02/28/2021,,03589,CANON RIDGE,1,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,13
LLCOF02000,ROYAL GORGE FO,0504383,03/01/2011,02/28/2018,,05196,LOWER MACK GULCH,2,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,34
LLCOF02000,ROYAL GORGE FO,0504386,03/01/2011,02/28/2021,HOLD,05910,FOURMILE CREEK,11,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,135
LLCOF02000,ROYAL GORGE FO,0504406,03/01/2011,02/28/2021,,05805,COMO PARK,4,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,48
LLCOF02000,ROYAL GORGE FO,0504421,03/01/2011,02/28/2021,,05831,BURLINGAME DITCH,3,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,37
LLCOF02000,ROYAL GORGE FO,0504458,03/01/2011,02/28/2021,,05842,BRADFORD MESA,7,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,80
LLCOF02000,ROYAL GORGE FO,0504545,03/01/2011,02/28/2021,,05903,MICHIGAN CAMPGROUND,9,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,113
LLCOF02000,ROYAL GORGE FO,0504554,03/01/2011,02/28/2021,,05158,GREEN MT. GULCH,30,CATTLE,11/1/2011,6/10/2012,CUSTODIAL,100,58
LLCOF02000,ROYAL GORGE FO,0504554,03/01/2011,02/28/2021,,15001,TABLE MOUNTAIN,130,CATTLE,9/1/2011,4/30/2012,CUSTODIAL,87,900
LLCOF02000,ROYAL GORGE FO,0504556,03/01/2012,02/28/2018,,05901,LAPIN CREEK,1,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,10
LLCOF02000,ROYAL GORGE FO,0504561,03/01/2012,02/28/2022,,05939,PLAYA LAKES,75,CATTLE,7/1/2012,7/31/2012,ACTIVE,88,67
LLCOF02000,ROYAL GORGE FO,0504561,03/01/2012,02/28/2022,,05939,PLAYA LAKES,75,CATTLE,10/1/2012,10/31/2012,ACTIVE,88,67
LLCOF02000,ROYAL GORGE FO,0504561,03/01/2012,02/28/2022,,05939,PLAYA LAKES,75,CATTLE,11/1/2012,11/30/2012,ACTIVE,100,74
LLCOF02000,ROYAL GORGE FO,0504561,03/01/2012,02/28/2022,,05939,PLAYA LAKES,75,CATTLE,8/1/2012,8/31/2012,ACTIVE,100,76
LLCOF02000,ROYAL GORGE FO,0504562,03/01/2012,02/28/2022,,05800,PARK GULCH,24,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,295
LLCOF02000,ROYAL GORGE FO,0504567,03/01/2013,02/28/2023,,03705,NORTH HONDO,6,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,78
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05139,CARLIN GULCH,8,CATTLE,11/1/2007,5/31/2008,ACTIVE,100,56
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05139,CARLIN GULCH,20,CATTLE,11/1/2007,5/31/2008,ACTIVE,74,104
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05251,TRAIL CANYON,65,CATTLE,8/16/2008,10/30/2008,ACTIVE,100,162
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05251,TRAIL CANYON,65,CATTLE,11/1/2006,4/30/2007,ACTIVE,93,360
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05251,TRAIL CANYON,4,CATTLE,5/15/2007,6/15/2007,ACTIVE,100,4
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05251,TRAIL CANYON,65,CATTLE,6/1/2007,8/15/2007,ACTIVE,100,162
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05251,TRAIL CANYON,3,CATTLE,9/1/2007,12/31/2007,ACTIVE,100,12
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05251,TRAIL CANYON,65,CATTLE,6/1/2008,8/15/2008,ACTIVE,100,162
LLCOF02000,ROYAL GORGE FO,0504570,03/01/2012,02/28/2022,HOLD,05251,TRAIL CANYON,65,CATTLE,8/16/2007,10/30/2007,ACTIVE,100,162
LLCOF02000,ROYAL GORGE FO,0504572,03/01/2012,02/28/2022,,03704,EAST ST. JUDE,1,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,6
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05197,MIKESELL GULCH,1,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,10
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05206,COOPER MOUNTAIN,80,CATTLE,11/1/2010,1/1/2011,CUSTODIAL,100,212
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05206,COOPER MOUNTAIN,80,CATTLE,9/1/2010,11/1/2010,ACTIVE,98,160
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05207,GLASS PLACE,80,CATTLE,11/15/2010,1/1/2011,ACTIVE,52,66
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05207,GLASS PLACE,80,CATTLE,6/1/2010,6/15/2010,ACTIVE,52,21
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05207,GLASS PLACE,80,CATTLE,6/15/2010,9/1/2010,ACTIVE,6,12
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05209,E FORK MILSAP CK,41,CATTLE,11/1/2010,3/31/2011,ACTIVE,32,65
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05209,E FORK MILSAP CK,3,HORSE,11/1/2010,3/31/2011,ACTIVE,32,5
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05232,HOME PLACE,1,CATTLE,3/1/2010,2/28/2011,CUSTODIAL,100,16
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05301,TWIN MOUNTAIN,59,CATTLE,10/1/2010,12/31/2010,ACTIVE,93,166
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05303,DUTCH HENRY,80,CATTLE,11/15/2010,1/1/2011,ACTIVE,78,98
LLCOF02000,ROYAL GORGE FO,0504605,03/01/2012,02/28/2022,,05303,DUTCH HENRY,80,CATTLE,6/1/2010,6/15/2010,ACTIVE,78,31
LLCOF02000,ROYAL GORGE FO,0504606,03/01/2012,02/28/2022,,05082,WORLEY COUNTRY,34,CATTLE,9/1/2012,12/31/2012,ACTIVE,100,136
LLCOF02000,ROYAL GORGE FO,0504606,03/01/2012,02/28/2022,,05083,OIL WELL FLATS,54,CATTLE,11/1/2012,5/20/2013,ACTIVE,67,239
LLCOF02000,ROYAL GORGE FO,0504649,03/01/2012,02/28/2022,,05703,GARO,13,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,213
LLCOF02000,ROYAL GORGE FO,0504669,03/01/2013,02/28/2023,,05886,DIKE,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,12
LLCOF02000,ROYAL GORGE FO,0504670,03/01/2013,02/28/2023,,05210,APACHE RIDGE,1,CATTLE,3/1/2013,2/28/2014,ACTIVE,100,12
LLCOF02000,ROYAL GORGE FO,0504671,03/01/2013,02/28/2023,,05882,BOONE-EAST,5,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,55
LLCOF02000,ROYAL GORGE FO,0504672,03/01/2013,02/28/2023,,05843,BLACK MOUNTAIN,4,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,50
LLCOF02000,ROYAL GORGE FO,0504675,03/01/2013,02/28/2023,,05830,HAMILTON CANYON,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,11
LLCOF02000,ROYAL GORGE FO,0504676,03/01/2013,02/28/2023,,05709,BRADFORD CANAL,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,155
LLCOF02000,ROYAL GORGE FO,0504678,03/01/2013,02/28/2023,HOLD,05907,EAST PALO DURO,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,1
LLCOF02000,ROYAL GORGE FO,0504679,03/01/2013,02/28/2023,,16017,FORT MORGAN-NORTH,2,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,30
LLCOF02000,ROYAL GORGE FO,0504681,03/01/2013,02/28/2023,,26003,KARVAL-SOUTH,12,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,140
LLCOF02000,ROYAL GORGE FO,0504682,03/01/2013,02/28/2023,,05888,MT. TYNDALL,7,CATTLE,9/1/2013,10/15/2013,CUSTODIAL,100,11
LLCOF02000,ROYAL GORGE FO,0504682,03/01/2013,02/28/2023,,05889,MT. HERRING,2,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,10
LLCOF02000,ROYAL GORGE FO,0504685,03/01/2013,02/28/2023,,05797,ORDWAY-NW,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,18
LLCOF02000,ROYAL GORGE FO,0504686,03/01/2013,02/28/2023,,05917,ROUGH MOUNTAIN,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,5
LLCOF02000,ROYAL GORGE FO,0504709,03/01/2008,02/28/2018,,05749,HAYDEN BUTTE,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,8
LLCOF02000,ROYAL GORGE FO,0504720,03/01/2012,02/28/2022,,00004,PARKDALE,25,CATTLE,7/16/2014,8/15/2014,ACTIVE,50,13
LLCOF02000,ROYAL GORGE FO,0504720,03/01/2012,02/28/2022,,00004,PARKDALE,25,CATTLE,7/16/2013,8/31/2013,ACTIVE,100,39
LLCOF02000,ROYAL GORGE FO,0504720,03/01/2012,02/28/2022,,00004,PARKDALE,25,CATTLE,9/15/2012,3/31/2013,CUSTODIAL,100,51
LLCOF02000,ROYAL GORGE FO,0504720,03/01/2012,02/28/2022,,00004,PARKDALE,25,CATTLE,6/15/2013,7/15/2013,ACTIVE,50,13
LLCOF02000,ROYAL GORGE FO,0504720,03/01/2012,02/28/2022,,00004,PARKDALE,25,CATTLE,9/15/2012,3/31/2013,CUSTODIAL,100,25
LLCOF02000,ROYAL GORGE FO,0504720,03/01/2012,02/28/2022,,00004,PARKDALE,25,CATTLE,6/1/2014,7/15/2014,ACTIVE,100,37
LLCOF02000,ROYAL GORGE FO,0504720,03/01/2012,02/28/2022,,05202,LOWER TALLAHASSEE,30,CATTLE,11/15/2012,1/5/2013,ACTIVE,100,51
LLCOF02000,ROYAL GORGE FO,0504723,03/01/2013,02/28/2023,,26014,THURMAN-SOUTH,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,14
LLCOF02000,ROYAL GORGE FO,0504748,03/01/2013,02/28/2023,,05239,HIGH CREEK,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,10
LLCOF02000,ROYAL GORGE FO,0504769,03/01/2013,02/28/2023,HOLD,03895,DEER CREEK 2,2,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,18
