Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLWYD01000,PINEDALE FO,4904302,03/01/2012,02/28/2022,,22002,40 ROD COMMON,174,CATTLE,5/20/1989,6/19/1989,ACTIVE,100,177
LLWYD01000,PINEDALE FO,4904302,03/01/2012,02/28/2022,,22003,HOMESTEAD IND,9,CATTLE,5/1/1989,9/30/1989,ACTIVE,100,45
LLWYD01000,PINEDALE FO,4904302,03/01/2012,02/28/2022,,22004,GLASCOW IND,6,CATTLE,5/1/1989,8/30/1989,ACTIVE,100,24
LLWYD01000,PINEDALE FO,4904302,03/01/2012,02/28/2022,,22012,E CORA ROAD MEADOW,32,CATTLE,6/1/1989,7/31/1989,ACTIVE,100,64
LLWYD01000,PINEDALE FO,4904306,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,32,CATTLE,5/1/2015,7/5/2015,ACTIVE,100,69
LLWYD01000,PINEDALE FO,4904306,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,196,CATTLE,5/5/2004,7/5/2004,ACTIVE,100,400
LLWYD01000,PINEDALE FO,4904306,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,384,CATTLE,5/1/1990,7/5/1990,ACTIVE,100,833
LLWYD01000,PINEDALE FO,4904306,03/01/2015,02/28/2025,,12115,NORTH PASTURE IND,10,HORSE,5/1/1990,8/28/1990,ACTIVE,79,31
LLWYD01000,PINEDALE FO,4904306,03/01/2015,02/28/2025,,12117,BOULTER PASTURE,2,HORSE,11/1/2004,11/30/2004,ACTIVE,100,2
LLWYD01000,PINEDALE FO,4904307,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,523,CATTLE,5/15/2008,6/9/2008,ACTIVE,100,447
LLWYD01000,PINEDALE FO,4904307,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,548,CATTLE,10/6/2008,10/15/2008,ACTIVE,100,180
LLWYD01000,PINEDALE FO,4904307,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,417,CATTLE,7/1/2008,10/5/2008,ACTIVE,100,1330
LLWYD01000,PINEDALE FO,4904307,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,548,CATTLE,6/10/2008,6/30/2008,ACTIVE,100,378
LLWYD01000,PINEDALE FO,4904307,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,12223,NO.LAB.BRID.TET.F.S.,131,CATTLE,7/1/2008,10/5/2008,ACTIVE,100,418
LLWYD01000,PINEDALE FO,4904308,03/01/2008,02/28/2018,,22005,SOUTH LABARGE COMMON,371,CATTLE,5/1/1989,9/30/1989,ACTIVE,77,1437
LLWYD01000,PINEDALE FO,4904308,03/01/2008,02/28/2018,,22010,FONTENELLE MDW IND,8,CATTLE,5/1/1989,11/30/1989,ACTIVE,100,56
LLWYD01000,PINEDALE FO,4904311,03/01/2009,02/28/2019,,22014,FISH HATCHERY IND,8,CATTLE,5/1/1989,11/30/1989,ACTIVE,100,56
LLWYD01000,PINEDALE FO,4904312,03/01/2008,02/28/2018,,12021,BOULDER CREEK TRACTS,28,CATTLE,7/1/1990,7/30/1990,ACTIVE,100,28
LLWYD01000,PINEDALE FO,4904312,03/01/2008,02/28/2018,,22007,FAYETTE IND,265,CATTLE,6/15/1994,7/15/1994,ACTIVE,100,270
LLWYD01000,PINEDALE FO,4904312,03/01/2008,02/28/2018,,22020,BOULDER LAKE COM,150,CATTLE,7/8/1990,8/31/1990,ACTIVE,100,271
LLWYD01000,PINEDALE FO,4904313,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02024,BOUSMAN COMMON,101,CATTLE,8/5/1990,9/15/1990,ACTIVE,100,139
LLWYD01000,PINEDALE FO,4904313,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02024,BOUSMAN COMMON,174,CATTLE,5/15/1990,8/4/1990,ACTIVE,100,469
LLWYD01000,PINEDALE FO,4904313,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,22020,BOULDER LAKE COM,33,CATTLE,5/15/1990,6/29/1990,ACTIVE,100,50
LLWYD01000,PINEDALE FO,4904314,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,132,CATTLE,5/15/1989,7/5/1989,ACTIVE,100,226
LLWYD01000,PINEDALE FO,4904314,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,235,CATTLE,5/7/1989,7/5/1989,ACTIVE,100,464
LLWYD01000,PINEDALE FO,4904314,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,25,CATTLE,5/6/2009,7/5/2009,ACTIVE,100,50
LLWYD01000,PINEDALE FO,4904314,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,81,CATTLE,5/15/2009,7/5/2009,ACTIVE,100,138
LLWYD01000,PINEDALE FO,4904314,03/01/2015,02/28/2025,,02181,FREMONT BUTTE IND,240,CATTLE,5/5/2001,7/5/2001,ACTIVE,85,416
LLWYD01000,PINEDALE FO,4904314,03/01/2015,02/28/2025,,12022,EAST FORK COM,230,CATTLE,6/7/1989,7/5/1989,ACTIVE,97,213
LLWYD01000,PINEDALE FO,4904320,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02039,MAKI CR IND,90,CATTLE,7/1/1989,8/15/1989,ACTIVE,100,136
LLWYD01000,PINEDALE FO,4904321,03/01/2014,02/28/2024,,02135,BALL IND,35,CATTLE,7/1/1995,9/30/1995,ACTIVE,100,106
LLWYD01000,PINEDALE FO,4904322,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02101,WEBB DRAW PASTURE,591,CATTLE,5/20/2008,6/25/2008,ACTIVE,58,417
LLWYD01000,PINEDALE FO,4904322,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,12102,JAMES RYEGRASS,363,CATTLE,6/1/2008,7/31/2008,ACTIVE,100,728
LLWYD01000,PINEDALE FO,4904323,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02043,POLE CR IND,57,CATTLE,6/1/1989,9/30/1989,ACTIVE,29,66
LLWYD01000,PINEDALE FO,4904323,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02044,FREMONT LAKE IND,7,CATTLE,6/1/1989,9/30/1989,ACTIVE,100,28
LLWYD01000,PINEDALE FO,4904323,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02046,FALL CR PASTURE,2,CATTLE,6/1/1989,10/31/1989,ACTIVE,100,10
LLWYD01000,PINEDALE FO,4904323,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02090,RIEF INDIVIDUAL,33,CATTLE,6/1/1989,7/31/1989,ACTIVE,100,66
LLWYD01000,PINEDALE FO,4904323,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02188,FALL CREEK,21,CATTLE,6/1/2002,8/31/2002,ACTIVE,100,64
LLWYD01000,PINEDALE FO,4904323,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02188,FALL CREEK,2,HORSE,6/1/2002,8/31/2002,ACTIVE,100,6
LLWYD01000,PINEDALE FO,4904324,03/01/2008,02/28/2018,,22020,BOULDER LAKE COM,200,CATTLE,6/15/1990,8/25/1990,ACTIVE,100,473
LLWYD01000,PINEDALE FO,4904326,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,12017,LOWER PASTURE IND,284,CATTLE,6/1/1989,6/30/1989,ACTIVE,100,280
LLWYD01000,PINEDALE FO,4904326,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,22018,ISOLATED TRACTS IND,83,CATTLE,6/1/1989,6/30/1989,ACTIVE,100,82
LLWYD01000,PINEDALE FO,4904326,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,22019,HEIFER PASTURE IND,86,CATTLE,6/1/1989,6/30/1989,ACTIVE,100,85
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02041,CHAPEL IND,216,CATTLE,5/15/1998,7/4/1998,ACTIVE,71,257
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02042,COTTONWOOD MEADOWS,25,CATTLE,8/15/2002,2/28/2003,ACTIVE,23,37
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02042,COTTONWOOD MEADOWS,25,CATTLE,3/1/2003,5/15/2003,ACTIVE,23,14
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02068,MULESHOE,352,CATTLE,5/10/1989,7/9/1989,ACTIVE,96,678
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02088,HORSE CREEK-RYEGRASS,594,CATTLE,6/15/1989,7/7/1989,ACTIVE,100,449
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02136,EAST OF D L E IND,161,CATTLE,5/15/1998,7/4/1998,ACTIVE,100,270
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,12104,LONG PASTURE,1250,CATTLE,10/1/1990,10/15/1990,ACTIVE,46,284
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,12104,LONG PASTURE,173,CATTLE,6/25/1990,7/20/1990,ACTIVE,46,68
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,12205,RND VLY-RYEGRASS IND,754,CATTLE,5/15/1990,7/5/1990,ACTIVE,100,1289
LLWYD01000,PINEDALE FO,4904327,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,32224,LANDER CUTTOFF,151,CATTLE,5/11/1989,6/30/1989,ACTIVE,92,233
LLWYD01000,PINEDALE FO,4904330,05/01/2009,04/30/2018,,02049,MOUNT AIRY COM,188,CATTLE,5/16/1997,6/25/1997,ACTIVE,100,253
LLWYD01000,PINEDALE FO,4904332,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02074,S PINEY RANCH IND,61,CATTLE,9/1/1989,10/15/1989,ACTIVE,100,90
LLWYD01000,PINEDALE FO,4904332,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,367,CATTLE,5/15/1992,10/15/1992,ACTIVE,100,1858
LLWYD01000,PINEDALE FO,4904332,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02079,S PINEY PL MEADOWS,39,CATTLE,9/16/1989,10/15/1989,ACTIVE,100,38
LLWYD01000,PINEDALE FO,4904333,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02080,FOX LABARGE IND,3,CATTLE,5/1/2008,10/15/2008,ACTIVE,100,17
LLWYD01000,PINEDALE FO,4904333,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02081,FOX-YOSE COMMON,147,CATTLE,5/16/2008,6/30/2008,ACTIVE,100,222
LLWYD01000,PINEDALE FO,4904333,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,22005,SOUTH LABARGE COMMON,353,CATTLE,5/16/2008,6/30/2008,ACTIVE,100,534
LLWYD01000,PINEDALE FO,4904334,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02163,O NEIL IND,80,CATTLE,5/16/1989,6/15/1989,ACTIVE,100,82
LLWYD01000,PINEDALE FO,4904336,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02084,LOWER BENCH CORRAL IND,1578,CATTLE,5/24/2008,7/10/2008,ACTIVE,100,2490
LLWYD01000,PINEDALE FO,4904336,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02085,UPPER BILLIES IND,695,CATTLE,6/26/2008,9/30/2008,ACTIVE,100,2216
LLWYD01000,PINEDALE FO,4904336,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02086,GUIO SECTIONS IND,502,CATTLE,6/15/2008,6/17/2008,ACTIVE,100,50
LLWYD01000,PINEDALE FO,4904336,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02086,GUIO SECTIONS IND,590,CATTLE,6/18/2008,8/10/2008,ACTIVE,35,367
LLWYD01000,PINEDALE FO,4904336,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02087,UPPER POST IND,39,CATTLE,6/26/2008,9/30/2008,ACTIVE,100,124
LLWYD01000,PINEDALE FO,4904338,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02089,HANSEN TRACT,2,HORSE,5/1/2008,11/30/2008,ACTIVE,100,14
LLWYD01000,PINEDALE FO,4904339,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02081,FOX-YOSE COMMON,383,CATTLE,5/26/2008,6/30/2008,ACTIVE,97,440
LLWYD01000,PINEDALE FO,4904339,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,12204,YOSE IND,131,CATTLE,8/26/2008,9/30/2008,ACTIVE,97,150
LLWYD01000,PINEDALE FO,4904339,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,22005,SOUTH LABARGE COMMON,87,CATTLE,7/1/2008,10/15/2008,ACTIVE,98,300
LLWYD01000,PINEDALE FO,4904339,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,22005,SOUTH LABARGE COMMON,309,CATTLE,5/15/2008,6/30/2008,ACTIVE,98,468
LLWYD01000,PINEDALE FO,4904341,03/01/2008,02/28/2018,,22005,SOUTH LABARGE COMMON,162,CATTLE,6/26/1989,10/15/1989,ACTIVE,89,531
LLWYD01000,PINEDALE FO,4904341,03/01/2008,02/28/2018,,22005,SOUTH LABARGE COMMON,650,CATTLE,5/1/1989,6/25/1989,ACTIVE,89,1065
LLWYD01000,PINEDALE FO,4904343,03/01/2016,02/28/2026,,02095,MUDDY CREEK IND,75,CATTLE,5/11/1989,6/25/1989,ACTIVE,100,113
LLWYD01000,PINEDALE FO,4904345,03/01/2007,02/28/2017,FLPMA 402(C)(2)/APPROP ACT,02049,MOUNT AIRY COM,111,CATTLE,5/16/1989,6/25/1989,ACTIVE,100,150
LLWYD01000,PINEDALE FO,4904345,03/01/2007,02/28/2017,FLPMA 402(C)(2)/APPROP ACT,02098,MCKINSEY IND,5,HORSE,5/25/1989,8/20/1989,ACTIVE,100,14
LLWYD01000,PINEDALE FO,4904345,03/01/2007,02/28/2017,FLPMA 402(C)(2)/APPROP ACT,02098,MCKINSEY IND,36,CATTLE,7/21/1989,8/20/1989,ACTIVE,100,37
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,936,CATTLE,10/2/2004,10/15/2004,ACTIVE,97,418
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,415,CATTLE,9/15/2004,9/24/2004,ACTIVE,97,132
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,415,CATTLE,7/15/1989,9/5/1989,ACTIVE,97,701
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,1083,CATTLE,5/15/1989,10/1/1989,ACTIVE,97,4835
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02077,N LABARGE COM,415,CATTLE,5/15/2004,7/1/2004,ACTIVE,97,635
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02099,JORY IND,300,CATTLE,7/1/2004,7/6/2004,ACTIVE,83,49
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,02100,DRY PINEY IND,6,CATTLE,5/15/1989,10/14/1989,ACTIVE,100,30
LLWYD01000,PINEDALE FO,4904347,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,12223,NO.LAB.BRID.TET.F.S.,110,CATTLE,5/15/1989,10/1/1989,ACTIVE,100,506
LLWYD01000,PINEDALE FO,4904348,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02138,RATHBURN IND,137,CATTLE,6/1/1992,10/15/1992,ACTIVE,43,265
LLWYD01000,PINEDALE FO,4904348,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,22030,NORTH RATHBURN,9,CATTLE,6/1/1992,10/17/1992,ACTIVE,67,28
LLWYD01000,PINEDALE FO,4904349,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,02031,MESA COM,400,CATTLE,6/22/2007,7/1/2007,ACTIVE,100,132
LLWYD01000,PINEDALE FO,4904349,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,02031,MESA COM,161,CATTLE,10/16/2007,11/15/2007,ACTIVE,100,164
LLWYD01000,PINEDALE FO,4904349,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,02040,SOUTH DESERT ALLOT.,247,CATTLE,5/1/2007,6/21/2007,ACTIVE,100,422
LLWYD01000,PINEDALE FO,4904349,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,02150,DEER HILLS COM,366,CATTLE,5/20/2007,6/30/2007,ACTIVE,100,505
LLWYD01000,PINEDALE FO,4904349,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,02179,SPENCE PL IND,8,CATTLE,5/1/2007,5/31/2007,ACTIVE,100,8
LLWYD01000,PINEDALE FO,4904349,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,12029,BLUE RIM DESERT,690,CATTLE,5/1/2007,6/21/2007,ACTIVE,100,1180
LLWYD01000,PINEDALE FO,4904350,03/01/2015,02/28/2025,,12022,EAST FORK COM,200,CATTLE,5/1/1989,5/15/1989,ACTIVE,72,71
LLWYD01000,PINEDALE FO,4904350,03/01/2015,02/28/2025,,12022,EAST FORK COM,467,CATTLE,5/16/1989,6/30/1989,ACTIVE,72,509
LLWYD01000,PINEDALE FO,4904350,03/01/2015,02/28/2025,,12109,INDIVIDUAL FENCED,2,CATTLE,5/1/1989,10/15/1989,ACTIVE,100,11
LLWYD01000,PINEDALE FO,4904350,03/01/2015,02/28/2025,,12110,SANDY UPPER MUDDY IN,7,CATTLE,5/1/1989,10/15/1989,ACTIVE,100,39
LLWYD01000,PINEDALE FO,4904353,03/01/2014,02/28/2024,,02154,SILVER CR IND,43,CATTLE,8/1/1994,9/15/1994,ACTIVE,100,65
LLWYD01000,PINEDALE FO,4904354,03/01/2016,02/28/2026,,02031,MESA COM,125,CATTLE,10/16/2006,10/20/2006,ACTIVE,100,21
LLWYD01000,PINEDALE FO,4904354,03/01/2016,02/28/2026,,02031,MESA COM,125,CATTLE,6/22/2006,6/26/2006,ACTIVE,100,21
LLWYD01000,PINEDALE FO,4904357,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02031,MESA COM,449,CATTLE,5/16/1989,6/18/1989,ACTIVE,85,427
LLWYD01000,PINEDALE FO,4904357,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02031,MESA COM,390,CATTLE,5/10/1989,5/15/1989,ACTIVE,85,65
LLWYD01000,PINEDALE FO,4904357,03/01/2009,02/28/2019,FLPMA 402(C)(2)/APPROP ACT,02156,SAND DRAW ALLOTMENT,1359,CATTLE,5/1/1989,6/21/1989,ACTIVE,100,2323
LLWYD01000,PINEDALE FO,4904358,03/01/2008,02/28/2018,,22005,SOUTH LABARGE COMMON,464,CATTLE,5/1/1992,10/15/1992,ACTIVE,64,1640
LLWYD01000,PINEDALE FO,4904359,02/10/2015,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,02040,SOUTH DESERT ALLOT.,250,CATTLE,5/1/2015,6/21/2015,ACTIVE,100,427
LLWYD01000,PINEDALE FO,4904360,03/01/2008,02/28/2018,,12121,W FREMONT RIDGE COM,13,HORSE,5/15/1989,8/31/1989,ACTIVE,100,47
LLWYD01000,PINEDALE FO,4904360,03/01/2008,02/28/2018,,12121,W FREMONT RIDGE COM,8,CATTLE,5/15/1989,8/31/1989,ACTIVE,100,29
LLWYD01000,PINEDALE FO,4904361,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,12122,BOULDER S D W,10,CATTLE,5/16/2008,10/30/2008,ACTIVE,100,55
LLWYD01000,PINEDALE FO,4904362,03/01/2012,12/31/2015,,02049,MOUNT AIRY COM,202,CATTLE,5/16/2000,6/20/2000,ACTIVE,100,239
LLWYD01000,PINEDALE FO,4904363,03/01/2008,02/28/2018,,12124,LUMAN IND,120,CATTLE,5/20/1990,7/19/1990,ACTIVE,100,241
LLWYD01000,PINEDALE FO,4904363,03/01/2008,02/28/2018,,12124,LUMAN IND,180,CATTLE,5/20/1990,7/19/1990,ACTIVE,100,361
LLWYD01000,PINEDALE FO,4904364,03/01/2011,02/28/2021,HOLD,02140,GILCHRIST D L E IND,10,CATTLE,9/1/2004,9/24/2004,ACTIVE,100,8
LLWYD01000,PINEDALE FO,4904365,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,02061,EUBANK S LABARGE IND,128,CATTLE,10/16/1996,11/14/1996,ACTIVE,63,80
LLWYD01000,PINEDALE FO,4904365,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,12125,BONDURANT INDIVIDUAL,10,CATTLE,10/15/1996,11/14/1996,ACTIVE,100,10
LLWYD01000,PINEDALE FO,4904365,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,22005,SOUTH LABARGE COMMON,373,CATTLE,5/1/1996,10/31/1996,ACTIVE,87,1963
LLWYD01000,PINEDALE FO,4904365,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,22005,SOUTH LABARGE COMMON,3,HORSE,5/1/1996,10/31/1996,ACTIVE,87,16
LLWYD01000,PINEDALE FO,4904367,03/01/2010,02/28/2020,,02050,BURCH INDIVIDUAL,10,CATTLE,5/1/1989,8/21/1989,ACTIVE,100,37
LLWYD01000,PINEDALE FO,4904371,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,25,HORSE,5/1/2004,11/15/2004,ACTIVE,100,164
LLWYD01000,PINEDALE FO,4904371,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,75,CATTLE,7/1/2004,9/30/2004,ACTIVE,100,227
LLWYD01000,PINEDALE FO,4904371,03/01/2015,02/28/2025,,02051,SQUARE TOP COM,276,CATTLE,5/1/2004,6/30/2004,ACTIVE,100,554
LLWYD01000,PINEDALE FO,4904373,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,17733,W FREMONT BUTTE COMMON,102,CATTLE,5/1/2015,6/30/2015,ACTIVE,100,205
LLWYD01000,PINEDALE FO,4904375,03/01/2016,02/28/2026,,02077,N LABARGE COM,303,CATTLE,7/16/1989,8/15/1989,ACTIVE,99,306
LLWYD01000,PINEDALE FO,4904375,03/01/2016,02/28/2026,,02077,N LABARGE COM,137,CATTLE,5/16/1989,7/15/1989,ACTIVE,99,272
