Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLAZA01000,ARIZONA STRIP FO,0201030,3/1/2016,2/28/2026,FLPMA 402(C)(2)/APPROP ACT,04830,JACKSON TANK,101,CATTLE,9/16/1989,2/28/1990,ACTIVE,100,551
LLAZA01000,ARIZONA STRIP FO,0201030,3/1/2016,2/28/2026,FLPMA 402(C)(2)/APPROP ACT,04830,JACKSON TANK,101,CATTLE,3/1/1990,6/15/1990,ACTIVE,100,355
LLAZA01000,ARIZONA STRIP FO,0201030,3/1/2016,2/28/2026,FLPMA 402(C)(2)/APPROP ACT,04830,JACKSON TANK,8,HORSE,9/16/1989,2/28/1990,ACTIVE,100,44
LLAZA01000,ARIZONA STRIP FO,0201030,3/1/2016,2/28/2026,FLPMA 402(C)(2)/APPROP ACT,04830,JACKSON TANK,8,HORSE,3/1/1990,6/15/1990,ACTIVE,100,28
LLAZA01000,ARIZONA STRIP FO,0201039,3/1/2012,2/28/2022,FLPMA 402(C)(2)/APPROP ACT,04833,DIAMOND BUTTE,59,CATTLE,6/1/1989,10/31/1989,ACTIVE,61,181
LLAZA01000,ARIZONA STRIP FO,0201039,3/1/2012,2/28/2022,FLPMA 402(C)(2)/APPROP ACT,04833,DIAMOND BUTTE,1,HORSE,3/1/1989,10/31/1989,ACTIVE,61,5
LLAZA01000,ARIZONA STRIP FO,0201039,3/1/2012,2/28/2022,FLPMA 402(C)(2)/APPROP ACT,04833,DIAMOND BUTTE,49,CATTLE,3/1/1989,5/31/1989,ACTIVE,61,90
LLAZA01000,ARIZONA STRIP FO,0201039,3/1/2012,2/28/2022,FLPMA 402(C)(2)/APPROP ACT,04833,DIAMOND BUTTE,49,CATTLE,11/1/1989,2/28/1990,ACTIVE,61,118
LLAZA01000,ARIZONA STRIP FO,0201040,3/1/2016,2/28/2026,,04834,IVERSON,64,CATTLE,3/1/2006,2/28/2007,ACTIVE,8,61
LLAZA01000,ARIZONA STRIP FO,0201044,3/1/2008,2/28/2018,,04867,HAT KNOLL,1,CATTLE,3/1/1989,3/31/1989,ACTIVE,99,1
LLAZA01000,ARIZONA STRIP FO,0201044,3/1/2008,2/28/2018,,04867,HAT KNOLL,42,CATTLE,3/1/1989,2/28/1990,ACTIVE,99,499
LLAZA01000,ARIZONA STRIP FO,0201053,3/1/2008,2/28/2018,,04837,LOWER HURRICANE,3,HORSE,3/1/1999,2/28/2000,ACTIVE,99,36
LLAZA01000,ARIZONA STRIP FO,0201053,3/1/2008,2/28/2018,,04837,LOWER HURRICANE,190,CATTLE,3/1/1999,2/28/2000,ACTIVE,99,2257
LLAZA01000,ARIZONA STRIP FO,0201069,3/1/2010,2/28/2020,FLPMA 402(C)(2)/APPROP ACT,04812,HIGHWAY WEST,40,CATTLE,10/15/1996,2/28/1997,ACTIVE,100,180
LLAZA01000,ARIZONA STRIP FO,0201069,3/1/2010,2/28/2020,FLPMA 402(C)(2)/APPROP ACT,04812,HIGHWAY WEST,40,CATTLE,3/1/1997,3/15/1997,ACTIVE,100,20
LLAZA01000,ARIZONA STRIP FO,0201069,3/1/2010,2/28/2020,FLPMA 402(C)(2)/APPROP ACT,04866,CEDAR POCKETS UT,50,CATTLE,3/1/1997,5/31/1997,ACTIVE,100,151
LLAZA01000,ARIZONA STRIP FO,0201069,3/1/2010,2/28/2020,FLPMA 402(C)(2)/APPROP ACT,04866,CEDAR POCKETS UT,50,CATTLE,10/16/1996,2/28/1997,ACTIVE,100,224
LLAZA01000,ARIZONA STRIP FO,0201069,3/1/2010,2/28/2020,FLPMA 402(C)(2)/APPROP ACT,04871,POCUM,67,CATTLE,3/1/1997,2/28/1998,ACTIVE,100,804
LLAZA01000,ARIZONA STRIP FO,0201069,3/1/2010,2/28/2020,FLPMA 402(C)(2)/APPROP ACT,04871,POCUM,1,HORSE,3/1/1997,12/30/1997,ACTIVE,100,10
LLAZA01000,ARIZONA STRIP FO,0201071,3/1/2010,2/28/2018,FLPMA 402(C)(2)/APPROP ACT,04844,MORMON WELL,92,CATTLE,10/16/2000,2/28/2001,ACTIVE,79,325
LLAZA01000,ARIZONA STRIP FO,0201071,3/1/2010,2/28/2018,FLPMA 402(C)(2)/APPROP ACT,04844,MORMON WELL,92,CATTLE,3/1/2001,3/15/2001,ACTIVE,79,36
LLAZA01000,ARIZONA STRIP FO,0201072,3/1/2015,2/28/2025,FLPMA 402(C)(2)/APPROP ACT,04828,BEAVER DAM SLOPE,97,CATTLE,3/1/1999,3/15/1999,ACTIVE,93,44
LLAZA01000,ARIZONA STRIP FO,0201072,3/1/2015,2/28/2025,FLPMA 402(C)(2)/APPROP ACT,04828,BEAVER DAM SLOPE,97,CATTLE,10/16/1998,2/28/1999,ACTIVE,93,403
LLAZA01000,ARIZONA STRIP FO,0201086,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,04844,MORMON WELL,15,CATTLE,10/16/1995,2/28/1996,ACTIVE,79,53
LLAZA01000,ARIZONA STRIP FO,0201086,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,04844,MORMON WELL,15,CATTLE,3/1/1996,3/15/1996,ACTIVE,79,6
LLAZA01000,ARIZONA STRIP FO,0201087,12/13/2010,12/12/2020,FLPMA 402(C)(2)/APPROP ACT,04832,MESQUITE COMMUNITY,1,CATTLE,3/1/2007,8/31/2007,ACTIVE,100,6
LLAZA01000,ARIZONA STRIP FO,0201087,12/13/2010,12/12/2020,FLPMA 402(C)(2)/APPROP ACT,04832,MESQUITE COMMUNITY,200,CATTLE,3/1/2007,2/28/2008,ACTIVE,100,2400
LLAZA01000,ARIZONA STRIP FO,0201234,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,92,CATTLE,3/1/2007,9/30/2007,ACTIVE,84,544
LLAZA01000,ARIZONA STRIP FO,0201234,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,91,CATTLE,10/1/2006,2/28/2007,ACTIVE,84,379
LLAZA01000,ARIZONA STRIP FO,0201234,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,2,HORSE,10/1/2007,2/28/2008,ACTIVE,84,8
LLAZA01000,ARIZONA STRIP FO,0201234,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,2,HORSE,3/1/2008,9/30/2008,ACTIVE,84,12
LLAZA01000,ARIZONA STRIP FO,0201235,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,68,CATTLE,3/1/2007,9/30/2007,ACTIVE,84,402
LLAZA01000,ARIZONA STRIP FO,0201235,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,2,HORSE,10/1/2007,2/28/2008,ACTIVE,84,8
LLAZA01000,ARIZONA STRIP FO,0201235,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,67,CATTLE,10/1/2006,2/28/2007,ACTIVE,84,279
LLAZA01000,ARIZONA STRIP FO,0201235,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05213,ROCK POCKETS,2,HORSE,3/1/2008,9/30/2008,ACTIVE,84,12
LLAZA01000,ARIZONA STRIP FO,0201500,1/11/2012,2/28/2021,FLPMA 402(C)(2)/APPROP ACT,05212,CANE BEDS,25,CATTLE,3/1/1989,2/28/1990,ACTIVE,55,165
LLAZA01000,ARIZONA STRIP FO,0201502,3/1/2016,2/28/2026,,00114,HURRICANE RIM,308,CATTLE,3/1/2003,2/28/2004,ACTIVE,95,3511
LLAZA01000,ARIZONA STRIP FO,0201502,3/1/2016,2/28/2026,,05216,TEMPLE TRAIL,105,CATTLE,3/1/1992,2/28/1993,ACTIVE,94,1184
LLAZA01000,ARIZONA STRIP FO,0201502,3/1/2016,2/28/2026,,05241,POINT OF ROCK,48,CATTLE,3/1/1992,2/28/1993,ACTIVE,57,328
LLAZA01000,ARIZONA STRIP FO,0201502,3/1/2016,2/28/2026,,05271,LANE,13,CATTLE,10/15/1998,2/28/1999,ACTIVE,100,59
LLAZA01000,ARIZONA STRIP FO,0201502,3/1/2016,2/28/2026,,05271,LANE,13,CATTLE,3/1/1998,6/18/1998,ACTIVE,100,47
LLAZA01000,ARIZONA STRIP FO,0201503,12/1/2006,11/30/2016,FLPMA 402(C)(2)/APPROP ACT,05219,CROSBY TANK,137,CATTLE,6/16/1997,11/15/1997,ACTIVE,68,469
LLAZA01000,ARIZONA STRIP FO,0201505,1/11/2012,2/28/2021,FLPMA 402(C)(2)/APPROP ACT,05212,CANE BEDS,25,CATTLE,3/1/1989,2/28/1990,ACTIVE,52,156
LLAZA01000,ARIZONA STRIP FO,0201509,7/18/2007,7/17/2017,FLPMA 402(C)(2)/APPROP ACT,05263,YELLOWSTONE,36,CATTLE,12/1/2000,11/30/2001,ACTIVE,70,302
LLAZA01000,ARIZONA STRIP FO,0201509,7/18/2007,7/17/2017,FLPMA 402(C)(2)/APPROP ACT,05264,BLACK KNOLLS,124,CATTLE,12/1/2004,11/30/2005,ACTIVE,90,1339
LLAZA01000,ARIZONA STRIP FO,0201509,7/18/2007,7/17/2017,FLPMA 402(C)(2)/APPROP ACT,05270,SHORT CREEK,66,CATTLE,3/1/2001,11/30/2001,ACTIVE,32,191
LLAZA01000,ARIZONA STRIP FO,0201509,7/18/2007,7/17/2017,FLPMA 402(C)(2)/APPROP ACT,05270,SHORT CREEK,64,CATTLE,12/1/2000,2/28/2001,ACTIVE,32,61
LLAZA01000,ARIZONA STRIP FO,0201512,7/18/2007,7/17/2017,FLPMA 402(C)(2)/APPROP ACT,05263,YELLOWSTONE,36,CATTLE,12/1/2000,11/30/2001,ACTIVE,70,302
LLAZA01000,ARIZONA STRIP FO,0201513,3/1/2011,2/28/2021,FLPMA 402(C)(2)/APPROP ACT,05246,FERRIN,10,CATTLE,3/1/2002,2/28/2003,ACTIVE,100,120
LLAZA01000,ARIZONA STRIP FO,0201516,3/1/2015,2/28/2025,,05206,ANTELOPE,116,CATTLE,3/1/1994,2/28/1995,ACTIVE,88,1225
LLAZA01000,ARIZONA STRIP FO,0201516,3/1/2015,2/28/2025,,05214,FLAT TOP WELL,82,CATTLE,3/1/1994,2/28/1995,ACTIVE,89,876
LLAZA01000,ARIZONA STRIP FO,0201516,3/1/2015,2/28/2025,,05253,HOMESTEAD,100,CATTLE,3/1/1998,5/31/1998,ACTIVE,53,160
LLAZA01000,ARIZONA STRIP FO,0201516,3/1/2015,2/28/2025,,05253,HOMESTEAD,100,CATTLE,11/1/1998,2/28/1999,ACTIVE,53,209
LLAZA01000,ARIZONA STRIP FO,0201516,3/1/2015,2/28/2025,,05253,HOMESTEAD,106,CATTLE,6/1/1998,10/31/1998,ACTIVE,53,283
LLAZA01000,ARIZONA STRIP FO,0201519,6/15/2008,6/14/2018,,05317,JACOB CANYON,27,CATTLE,11/1/2008,2/28/2009,ACTIVE,74,79
LLAZA01000,ARIZONA STRIP FO,0201519,6/15/2008,6/14/2018,,05317,JACOB CANYON,27,CATTLE,3/1/2009,5/31/2009,ACTIVE,74,60
LLAZA01000,ARIZONA STRIP FO,0201519,6/15/2008,6/14/2018,,05330,JOHNSON RUN,32,CATTLE,3/1/2009,5/31/2009,ACTIVE,66,64
LLAZA01000,ARIZONA STRIP FO,0201519,6/15/2008,6/14/2018,,05330,JOHNSON RUN,32,CATTLE,6/1/2008,2/28/2009,ACTIVE,66,190
LLAZA01000,ARIZONA STRIP FO,0201520,3/1/2015,2/28/2025,,05221,JUNE TANK,1091,CATTLE,3/1/1989,6/15/1989,ACTIVE,94,3608
LLAZA01000,ARIZONA STRIP FO,0201520,3/1/2015,2/28/2025,,05221,JUNE TANK,1091,CATTLE,10/16/1989,2/28/1990,ACTIVE,94,4585
LLAZA01000,ARIZONA STRIP FO,0201521,3/1/2007,2/28/2017,,05225,GRAMMA SPRING,30,CATTLE,3/1/1993,4/30/1993,ACTIVE,100,60
LLAZA01000,ARIZONA STRIP FO,0201521,3/1/2007,2/28/2017,,05225,GRAMMA SPRING,30,CATTLE,11/1/1992,2/28/1993,ACTIVE,100,118
LLAZA01000,ARIZONA STRIP FO,0201521,3/1/2007,2/28/2017,,05232,HEAD OF HACKS,244,CATTLE,3/1/1993,2/28/1994,ACTIVE,91,2664
LLAZA01000,ARIZONA STRIP FO,0201521,3/1/2007,2/28/2017,,05260,LOCO POINT,49,CATTLE,3/1/1993,2/28/1994,ACTIVE,91,535
LLAZA01000,ARIZONA STRIP FO,0201522,3/1/2007,2/28/2017,,05242,PIPE VALLEY,28,CATTLE,9/16/1989,10/31/1989,ACTIVE,98,41
LLAZA01000,ARIZONA STRIP FO,0201522,3/1/2007,2/28/2017,,05242,PIPE VALLEY,44,CATTLE,11/1/1989,2/28/1990,ACTIVE,98,170
LLAZA01000,ARIZONA STRIP FO,0201522,3/1/2007,2/28/2017,,05242,PIPE VALLEY,42,CATTLE,3/1/1989,5/31/1989,ACTIVE,98,124
LLAZA01000,ARIZONA STRIP FO,0201522,3/1/2007,2/28/2017,,05242,PIPE VALLEY,22,CATTLE,6/1/1989,9/15/1989,ACTIVE,98,76
LLAZA01000,ARIZONA STRIP FO,0201523,3/1/2007,2/28/2017,,05234,VALLEY WASH,36,CATTLE,3/1/1989,2/28/1990,ACTIVE,76,328
LLAZA01000,ARIZONA STRIP FO,0201524,3/1/2015,2/28/2025,FLPMA 402(C)(2)/APPROP ACT,05236,SCOTTIES SEEP,50,HORSE,10/6/1997,5/20/1998,ACTIVE,91,340
LLAZA01000,ARIZONA STRIP FO,0201524,3/1/2015,2/28/2025,FLPMA 402(C)(2)/APPROP ACT,05236,SCOTTIES SEEP,10,CATTLE,3/1/1997,2/28/1998,ACTIVE,91,109
LLAZA01000,ARIZONA STRIP FO,0201525,3/1/2008,2/28/2018,,05216,TEMPLE TRAIL,85,CATTLE,3/1/1996,10/31/1996,ACTIVE,94,644
LLAZA01000,ARIZONA STRIP FO,0201525,3/1/2008,2/28/2018,,05216,TEMPLE TRAIL,5,HORSE,3/1/1989,2/28/1990,ACTIVE,94,56
LLAZA01000,ARIZONA STRIP FO,0201525,3/1/2008,2/28/2018,,05216,TEMPLE TRAIL,115,CATTLE,11/1/1996,2/28/1997,ACTIVE,94,426
LLAZA01000,ARIZONA STRIP FO,0201525,3/1/2008,2/28/2018,,05251,HURRICANE CLIFF,2,HORSE,11/1/1989,2/28/1990,ACTIVE,82,6
LLAZA01000,ARIZONA STRIP FO,0201525,3/1/2008,2/28/2018,,05251,HURRICANE CLIFF,30,CATTLE,11/1/1989,2/28/1990,ACTIVE,82,97
LLAZA01000,ARIZONA STRIP FO,0201525,3/1/2008,2/28/2018,,05251,HURRICANE CLIFF,30,CATTLE,3/1/1989,4/30/1989,ACTIVE,82,49
LLAZA01000,ARIZONA STRIP FO,0201525,3/1/2008,2/28/2018,,05251,HURRICANE CLIFF,2,HORSE,3/1/1996,4/30/1996,ACTIVE,82,3
LLAZA01000,ARIZONA STRIP FO,0201526,9/1/2015,8/31/2025,,05237,MOONSHINE,21,CATTLE,3/1/2010,2/28/2011,ACTIVE,84,212
LLAZA01000,ARIZONA STRIP FO,0201527,3/1/2014,2/28/2024,,05256,BLACK CANYON,1,HORSE,3/1/2005,7/1/2005,ACTIVE,74,3
LLAZA01000,ARIZONA STRIP FO,0201527,3/1/2014,2/28/2024,,05256,BLACK CANYON,27,CATTLE,3/1/2005,2/28/2006,ACTIVE,74,240
LLAZA01000,ARIZONA STRIP FO,0201528,3/1/2016,2/28/2026,,05245,JOE,50,CATTLE,3/1/1989,2/28/1990,ACTIVE,4,24
LLAZA01000,ARIZONA STRIP FO,0201530,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05207,ATKIN WELL,229,CATTLE,11/1/1991,10/31/1992,ACTIVE,84,2315
LLAZA01000,ARIZONA STRIP FO,0201530,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05207,ATKIN WELL,3,HORSE,11/1/1991,10/31/1992,ACTIVE,84,30
LLAZA01000,ARIZONA STRIP FO,0201530,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05243,WHITE POCKETS,12,CATTLE,1/1/1992,2/28/1992,ACTIVE,100,24
LLAZA01000,ARIZONA STRIP FO,0201530,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05243,WHITE POCKETS,3,HORSE,3/1/1991,2/28/1992,ACTIVE,100,36
LLAZA01000,ARIZONA STRIP FO,0201530,3/1/2014,2/28/2024,FLPMA 402(C)(2)/APPROP ACT,05243,WHITE POCKETS,12,CATTLE,3/1/1991,5/31/1991,ACTIVE,100,36
LLAZA01000,ARIZONA STRIP FO,0201531,11/1/2008,10/31/2018,,05225,GRAMMA SPRING,30,CATTLE,11/1/1994,2/28/1995,ACTIVE,100,118
LLAZA01000,ARIZONA STRIP FO,0201531,11/1/2008,10/31/2018,,05225,GRAMMA SPRING,30,CATTLE,3/1/1995,4/30/1995,ACTIVE,100,60
LLAZA01000,ARIZONA STRIP FO,0201531,11/1/2008,10/31/2018,,05230,GULCH,16,HORSE,11/1/1994,2/28/1995,ACTIVE,100,63
LLAZA01000,ARIZONA STRIP FO,0201531,11/1/2008,10/31/2018,,05230,GULCH,16,HORSE,3/1/1995,4/30/1995,ACTIVE,100,32
LLAZA01000,ARIZONA STRIP FO,0201532,3/1/2007,2/28/2017,,05257,LAMB TANK,47,CATTLE,3/1/1989,2/28/1990,ACTIVE,75,423
LLAZA01000,ARIZONA STRIP FO,0201535,12/7/2014,12/6/2024,FLPMA 402(C)(2)/APPROP ACT,05205,CANAAN GAP,49,CATTLE,3/1/1989,2/28/1990,ACTIVE,58,341
LLAZA01000,ARIZONA STRIP FO,0201539,11/15/2008,11/14/2018,,05227,HACKS,2,HORSE,3/1/2002,5/31/2002,ACTIVE,100,6
LLAZA01000,ARIZONA STRIP FO,0201539,11/15/2008,11/14/2018,,05227,HACKS,36,CATTLE,11/16/2001,2/28/2002,ACTIVE,100,124
LLAZA01000,ARIZONA STRIP FO,0201539,11/15/2008,11/14/2018,,05227,HACKS,2,HORSE,11/16/2001,2/28/2002,ACTIVE,100,7
LLAZA01000,ARIZONA STRIP FO,0201539,11/15/2008,11/14/2018,,05227,HACKS,36,CATTLE,3/1/2002,5/31/2002,ACTIVE,100,109
LLAZA01000,ARIZONA STRIP FO,0201541,1/4/2010,1/3/2020,,05248,SWAPP TANK,133,CATTLE,3/1/1998,5/31/1998,ACTIVE,100,402
LLAZA01000,ARIZONA STRIP FO,0201541,1/4/2010,1/3/2020,,05248,SWAPP TANK,133,CATTLE,10/25/1997,2/28/1998,ACTIVE,100,555
LLAZA01000,ARIZONA STRIP FO,0201544,5/1/2015,4/30/2025,,05224,KANAB GULCH,26,HORSE,3/1/2010,4/30/2010,ACTIVE,100,52
LLAZA01000,ARIZONA STRIP FO,0201544,5/1/2015,4/30/2025,,05224,KANAB GULCH,26,HORSE,11/16/2009,2/28/2010,ACTIVE,100,90
LLAZA01000,ARIZONA STRIP FO,0201546,3/1/2009,2/28/2019,,05238,HARRIS WELL,145,CATTLE,3/1/2009,3/31/2009,ACTIVE,31,46
LLAZA01000,ARIZONA STRIP FO,0201546,3/1/2009,2/28/2019,,05238,HARRIS WELL,1,CATTLE,5/16/2009,11/15/2009,ACTIVE,100,6
LLAZA01000,ARIZONA STRIP FO,0201546,3/1/2009,2/28/2019,,05238,HARRIS WELL,145,CATTLE,10/1/2009,2/28/2010,ACTIVE,31,223
