Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLUT030000,GS/ESCALANTE NTL MON,4300043,03/01/2009,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,24060,HELLS BELLOWS,8,CATTLE,5/1/1989,10/15/1989,ACTIVE,100,44
LLUT030000,GS/ESCALANTE NTL MON,4300043,03/01/2009,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,25055,COCKSCOMB,12,CATTLE,3/1/2002,5/31/2002,ACTIVE,100,36
LLUT030000,GS/ESCALANTE NTL MON,4300044,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,24083,MOLLIES NIPPLE,323,CATTLE,3/1/2001,2/28/2002,ACTIVE,100,3876
LLUT030000,GS/ESCALANTE NTL MON,4300046,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,14071,LOCKE RIDGE,35,CATTLE,12/1/1988,4/30/1989,ACTIVE,100,174
LLUT030000,GS/ESCALANTE NTL MON,4300046,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,24081,MEADOW CANYON,48,CATTLE,9/1/1989,11/30/1989,ACTIVE,100,144
LLUT030000,GS/ESCALANTE NTL MON,4300058,01/01/2013,12/31/2022,FLPMA 402(C)(2)/APPROP ACT,24065,JOHNSON POINT,27,CATTLE,11/1/1988,3/31/1989,ACTIVE,100,134
LLUT030000,GS/ESCALANTE NTL MON,4300071,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,15,CATTLE,11/1/1994,5/31/1995,ACTIVE,100,105
LLUT030000,GS/ESCALANTE NTL MON,4300071,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25014,LOWER HACKBERRY,87,CATTLE,10/15/2007,3/15/2008,ACTIVE,100,438
LLUT030000,GS/ESCALANTE NTL MON,4300170,03/01/2012,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,65,CATTLE,5/1/2007,9/30/2007,ACTIVE,100,327
LLUT030000,GS/ESCALANTE NTL MON,4300170,03/01/2012,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,64,CATTLE,11/1/2001,5/31/2002,ACTIVE,100,446
LLUT030000,GS/ESCALANTE NTL MON,4300170,03/01/2012,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,25006,DRY VALLEY,27,CATTLE,7/1/2015,10/31/2015,ACTIVE,100,109
LLUT030000,GS/ESCALANTE NTL MON,4300180,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,04111,SINK HOLES,26,CATTLE,11/1/1999,4/30/2000,ACTIVE,100,156
LLUT030000,GS/ESCALANTE NTL MON,4300189,10/01/2013,12/31/2022,FLPMA 402(C)(2)/APPROP ACT,24043,FIVE MILE MOUNTAIN,64,CATTLE,11/1/1995,4/30/1996,ACTIVE,100,383
LLUT030000,GS/ESCALANTE NTL MON,4300218,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25034,COYOTE,60,CATTLE,11/1/2001,5/31/2002,ACTIVE,100,418
LLUT030000,GS/ESCALANTE NTL MON,4300276,03/01/2014,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,06003,BIG BOWNS BENCH,151,CATTLE,11/1/2002,3/31/2003,ACTIVE,100,750
LLUT030000,GS/ESCALANTE NTL MON,4300276,03/01/2014,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,06016,LAST CHANCE,193,CATTLE,3/1/2003,2/28/2004,ACTIVE,100,2316
LLUT030000,GS/ESCALANTE NTL MON,4300276,03/01/2014,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,06031,WILLOW GULCH,89,CATTLE,11/1/2003,3/31/2004,ACTIVE,100,445
LLUT030000,GS/ESCALANTE NTL MON,4300276,03/01/2014,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,15003,CLARK BENCH,207,CATTLE,11/1/2003,4/30/2004,ACTIVE,100,1239
LLUT030000,GS/ESCALANTE NTL MON,4300293,03/01/2012,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,78,CATTLE,11/1/2002,3/15/2003,ACTIVE,100,346
LLUT030000,GS/ESCALANTE NTL MON,4300306,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,31,CATTLE,11/1/2011,5/31/2012,ACTIVE,100,217
LLUT030000,GS/ESCALANTE NTL MON,4300306,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25034,COYOTE,89,CATTLE,11/1/2005,5/31/2006,ACTIVE,100,620
LLUT030000,GS/ESCALANTE NTL MON,4300309,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,00018,BULL RUN (STATE),1,CATTLE,7/1/2005,2/28/2006,ACTIVE,100,8
LLUT030000,GS/ESCALANTE NTL MON,4300310,03/01/2012,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,16,CATTLE,5/1/2000,9/30/2000,ACTIVE,100,80
LLUT030000,GS/ESCALANTE NTL MON,4300310,03/01/2012,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,43,CATTLE,11/1/2000,5/31/2001,ACTIVE,100,300
LLUT030000,GS/ESCALANTE NTL MON,4300310,03/01/2012,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,25006,DRY VALLEY,30,CATTLE,7/1/2000,10/31/2000,ACTIVE,100,121
LLUT030000,GS/ESCALANTE NTL MON,4300311,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,04135,LAKE POWELL,4,HORSE,10/15/1998,3/15/1999,ACTIVE,100,20
LLUT030000,GS/ESCALANTE NTL MON,4300313,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,48,CATTLE,11/1/2000,5/31/2001,ACTIVE,100,335
LLUT030000,GS/ESCALANTE NTL MON,4300315,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25018,NIPPLE BENCH,105,CATTLE,12/1/1989,4/30/1990,ACTIVE,100,521
LLUT030000,GS/ESCALANTE NTL MON,4300321,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,5,CATTLE,5/1/1997,9/30/1997,ACTIVE,100,25
LLUT030000,GS/ESCALANTE NTL MON,4300339,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,10,CATTLE,5/1/1997,9/30/1997,ACTIVE,100,50
LLUT030000,GS/ESCALANTE NTL MON,4300339,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,4,CATTLE,5/1/1997,6/10/1997,ACTIVE,100,5
LLUT030000,GS/ESCALANTE NTL MON,4300339,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,17,CATTLE,11/1/2000,3/15/2001,ACTIVE,100,75
LLUT030000,GS/ESCALANTE NTL MON,4300342,03/01/2013,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,24018,CALF PASTURE,80,CATTLE,6/10/1997,8/15/1997,ACTIVE,100,176
LLUT030000,GS/ESCALANTE NTL MON,4300342,03/01/2013,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,24018,CALF PASTURE,85,CATTLE,8/15/1997,10/15/1997,ACTIVE,100,173
LLUT030000,GS/ESCALANTE NTL MON,4300345,01/01/2015,12/31/2024,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,50,CATTLE,5/1/1998,6/10/1998,ACTIVE,100,67
LLUT030000,GS/ESCALANTE NTL MON,4300351,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,57,CATTLE,5/1/1997,6/10/1997,ACTIVE,100,77
LLUT030000,GS/ESCALANTE NTL MON,4300351,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,92,CATTLE,11/1/2000,3/15/2001,ACTIVE,100,408
LLUT030000,GS/ESCALANTE NTL MON,4300352,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25034,COYOTE,96,CATTLE,11/1/1989,2/28/1990,ACTIVE,100,379
LLUT030000,GS/ESCALANTE NTL MON,4300352,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25034,COYOTE,96,CATTLE,3/1/1989,5/31/1989,ACTIVE,100,290
LLUT030000,GS/ESCALANTE NTL MON,4300357,03/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,1,CATTLE,5/1/1998,9/30/1998,ACTIVE,100,5
LLUT030000,GS/ESCALANTE NTL MON,4300360,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,139,CATTLE,5/1/2007,6/10/2007,ACTIVE,100,187
LLUT030000,GS/ESCALANTE NTL MON,4300360,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,113,CATTLE,11/1/2002,3/15/2003,ACTIVE,100,502
LLUT030000,GS/ESCALANTE NTL MON,4300362,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,68,CATTLE,5/1/1997,6/10/1997,ACTIVE,100,92
LLUT030000,GS/ESCALANTE NTL MON,4300362,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,84,CATTLE,11/1/2000,3/15/2001,ACTIVE,100,373
LLUT030000,GS/ESCALANTE NTL MON,4300367,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,12,CATTLE,5/1/1997,9/30/1997,ACTIVE,100,60
LLUT030000,GS/ESCALANTE NTL MON,4300367,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,9,CATTLE,11/1/2000,3/15/2001,ACTIVE,100,40
LLUT030000,GS/ESCALANTE NTL MON,4300367,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25054,ROY WILLIS,2,CATTLE,11/1/2000,3/15/2001,ACTIVE,100,9
LLUT030000,GS/ESCALANTE NTL MON,4300373,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25020,ROUND VALLEY,80,CATTLE,11/1/1989,3/31/1990,ACTIVE,100,397
LLUT030000,GS/ESCALANTE NTL MON,4300378,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25006,DRY VALLEY,4,CATTLE,3/1/2002,1/31/2003,ACTIVE,100,44
LLUT030000,GS/ESCALANTE NTL MON,4300378,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25006,DRY VALLEY,19,CATTLE,7/1/2000,10/31/2000,ACTIVE,100,77
LLUT030000,GS/ESCALANTE NTL MON,4300379,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,60,CATTLE,11/1/1989,5/31/1990,ACTIVE,100,418
LLUT030000,GS/ESCALANTE NTL MON,4300379,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25006,DRY VALLEY,43,CATTLE,7/1/1989,10/31/1989,ACTIVE,100,174
LLUT030000,GS/ESCALANTE NTL MON,4300443,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,25006,DRY VALLEY,7,CATTLE,7/1/2004,10/31/2004,ACTIVE,100,28
LLUT030000,GS/ESCALANTE NTL MON,4300488,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06019,MOODY,183,CATTLE,11/1/2005,3/31/2006,ACTIVE,100,908
LLUT030000,GS/ESCALANTE NTL MON,4300495,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,110,CATTLE,5/1/2005,9/30/2005,ACTIVE,100,553
LLUT030000,GS/ESCALANTE NTL MON,4300495,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,60,CATTLE,11/1/2007,5/31/2008,ACTIVE,100,420
LLUT030000,GS/ESCALANTE NTL MON,4300500,01/01/2013,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,04102,PINE POINT,91,CATTLE,6/16/1989,10/15/1989,ACTIVE,100,365
LLUT030000,GS/ESCALANTE NTL MON,4300503,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,04121,JOHNSON CANYON,50,CATTLE,6/1/2000,11/15/2000,ACTIVE,100,276
LLUT030000,GS/ESCALANTE NTL MON,4300503,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,05952,BUNTING TRUST (STATE),2,CATTLE,5/15/2000,11/30/2000,ACTIVE,100,13
LLUT030000,GS/ESCALANTE NTL MON,4300503,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,14105,SCHOOL SECTION,51,CATTLE,5/1/2015,6/30/2015,ACTIVE,100,102
LLUT030000,GS/ESCALANTE NTL MON,4300503,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,24055,GRANARY RANCH,14,CATTLE,7/1/2000,11/30/2000,ACTIVE,100,70
LLUT030000,GS/ESCALANTE NTL MON,4300505,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,14120,SWALLOW PARK,65,CATTLE,6/1/1995,10/31/1995,ACTIVE,100,327
LLUT030000,GS/ESCALANTE NTL MON,4300506,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15024,UPPER WARM CREEK,235,CATTLE,11/1/1997,5/31/1998,ACTIVE,100,1638
LLUT030000,GS/ESCALANTE NTL MON,4300508,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,04145,WIREGRASS,20,CATTLE,11/1/1996,3/31/1997,ACTIVE,100,99
LLUT030000,GS/ESCALANTE NTL MON,4300508,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25015,LOWER WARM CREEK,40,CATTLE,11/1/1989,3/31/1990,ACTIVE,100,199
LLUT030000,GS/ESCALANTE NTL MON,4300508,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25015,LOWER WARM CREEK,5,HORSE,11/1/1989,3/31/1990,ACTIVE,100,25
LLUT030000,GS/ESCALANTE NTL MON,4300509,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25025,WAHWEAP,99,CATTLE,12/1/1999,4/30/2000,ACTIVE,100,495
LLUT030000,GS/ESCALANTE NTL MON,4300510,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25034,COYOTE,47,CATTLE,11/1/1989,5/31/1990,ACTIVE,100,328
LLUT030000,GS/ESCALANTE NTL MON,4300515,03/01/2009,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,04161,SECOND POINT,15,CATTLE,8/1/2000,9/30/2000,ACTIVE,100,30
LLUT030000,GS/ESCALANTE NTL MON,4300591,03/01/2009,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,11,CATTLE,5/1/1999,9/30/1999,ACTIVE,100,55
LLUT030000,GS/ESCALANTE NTL MON,4300600,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06010,DEER CREEK,91,CATTLE,11/1/2009,2/28/2010,ACTIVE,100,359
LLUT030000,GS/ESCALANTE NTL MON,4300605,03/01/2009,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,06017,LOWER CATTLE,164,CATTLE,10/1/1999,4/15/2000,ACTIVE,100,1068
LLUT030000,GS/ESCALANTE NTL MON,4300615,03/01/2009,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,06002,BIG HORN,467,CATTLE,11/1/2000,6/15/2001,ACTIVE,100,3485
LLUT030000,GS/ESCALANTE NTL MON,4300615,03/01/2009,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,06016,LAST CHANCE,194,CATTLE,3/1/2002,2/28/2003,ACTIVE,100,2328
LLUT030000,GS/ESCALANTE NTL MON,4300623,03/01/2010,02/28/2020,FLPMA 402(C)(2)/APPROP ACT,06007,CIRCLE CLIFFS,130,CATTLE,11/1/1991,3/31/1992,ACTIVE,100,650
LLUT030000,GS/ESCALANTE NTL MON,4300623,03/01/2010,02/28/2020,FLPMA 402(C)(2)/APPROP ACT,06029,WAGON BOX MESA,112,CATTLE,11/1/2001,3/31/2002,ACTIVE,100,556
LLUT030000,GS/ESCALANTE NTL MON,4300627,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06014,KING BENCH,305,CATTLE,11/1/1998,3/31/1999,ACTIVE,100,1514
LLUT030000,GS/ESCALANTE NTL MON,4300634,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06036,HALL RANCH,1,CATTLE,3/1/1990,2/28/1991,ACTIVE,100,12
LLUT030000,GS/ESCALANTE NTL MON,4300636,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06013,HAYMAKER BENCH,25,CATTLE,11/1/1996,2/28/1997,ACTIVE,100,99
LLUT030000,GS/ESCALANTE NTL MON,4300636,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06031,WILLOW GULCH,17,CATTLE,12/1/1991,1/31/1992,ACTIVE,100,35
LLUT030000,GS/ESCALANTE NTL MON,4300636,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06032,WHITE ROCK,30,CATTLE,12/1/1991,1/31/1992,ACTIVE,100,61
LLUT030000,GS/ESCALANTE NTL MON,4300639,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,148,CATTLE,5/1/1998,6/10/1998,ACTIVE,100,199
LLUT030000,GS/ESCALANTE NTL MON,4300639,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,107,CATTLE,11/1/2000,3/15/2001,ACTIVE,100,475
LLUT030000,GS/ESCALANTE NTL MON,4300639,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25020,ROUND VALLEY,25,CATTLE,11/1/2003,3/31/2004,ACTIVE,100,125
LLUT030000,GS/ESCALANTE NTL MON,4300641,03/01/2014,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,06056,SOUTH FORK,1,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,12
LLUT030000,GS/ESCALANTE NTL MON,4300642,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,06017,LOWER CATTLE,77,CATTLE,10/1/1991,4/15/1992,ACTIVE,100,501
LLUT030000,GS/ESCALANTE NTL MON,4300662,03/01/2013,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,05930,SLICK ROCK  (STATE),24,CATTLE,6/1/2005,6/30/2005,ACTIVE,100,24
LLUT030000,GS/ESCALANTE NTL MON,4300662,03/01/2013,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,57,CATTLE,5/1/1997,9/30/1997,ACTIVE,100,287
LLUT030000,GS/ESCALANTE NTL MON,4300662,03/01/2013,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,25021,RUSH BEDS,42,CATTLE,11/1/2000,4/30/2001,ACTIVE,100,250
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,05912,PINE CREEK (STATE),9,CATTLE,11/1/2015,1/31/2016,ACTIVE,100,27
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06002,BIG HORN,4,CATTLE,11/1/2000,6/15/2001,ACTIVE,100,30
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06012,FORTYMILE RIDGE,570,CATTLE,10/15/2000,5/31/2001,ACTIVE,100,4291
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06023,PINE CREEK,95,CATTLE,9/16/2015,10/31/2015,ACTIVE,100,144
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06026,SODA,350,CATTLE,10/1/2003,5/31/2004,ACTIVE,100,2808
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06028,UPPER CATTLE,1033,CATTLE,11/1/2000,6/15/2001,ACTIVE,100,7709
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06030,WIDE HOLLOW,117,CATTLE,10/1/1999,12/31/1999,ACTIVE,100,354
LLUT030000,GS/ESCALANTE NTL MON,4300664,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06056,SOUTH FORK,1,CATTLE,3/1/2016,2/28/2017,ACTIVE,100,12
LLUT030000,GS/ESCALANTE NTL MON,4300667,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,06017,LOWER CATTLE,185,CATTLE,10/1/1995,4/15/1996,ACTIVE,100,1204
LLUT030000,GS/ESCALANTE NTL MON,4300669,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,06004,BOULDER CREEK,20,CATTLE,9/1/2000,12/30/2000,ACTIVE,100,80
LLUT030000,GS/ESCALANTE NTL MON,4302496,11/01/2006,10/31/2016,FLPMA 402(C)(2)/APPROP ACT,06033,UPPER PARIA,30,CATTLE,5/1/2012,6/10/2012,ACTIVE,100,40
LLUT030000,GS/ESCALANTE NTL MON,4302496,11/01/2006,10/31/2016,FLPMA 402(C)(2)/APPROP ACT,15011,HEADWATERS,39,CATTLE,11/1/2006,3/15/2007,ACTIVE,100,173
LLUT030000,GS/ESCALANTE NTL MON,4302513,01/01/2007,12/31/2016,FLPMA 402(C)(2)/APPROP ACT,05957,MAIN CANYON (STATE),3,CATTLE,6/1/2005,9/30/2005,ACTIVE,100,12
LLUT030000,GS/ESCALANTE NTL MON,4302513,01/01/2007,12/31/2016,FLPMA 402(C)(2)/APPROP ACT,06001,ALVEY WASH,312,CATTLE,5/15/2000,9/30/2000,ACTIVE,100,1426
LLUT030000,GS/ESCALANTE NTL MON,4302513,01/01/2007,12/31/2016,FLPMA 402(C)(2)/APPROP ACT,06006,BLACK RIDGE,130,CATTLE,11/1/2000,5/31/2001,ACTIVE,100,906
LLUT030000,GS/ESCALANTE NTL MON,4302513,01/01/2007,12/31/2016,FLPMA 402(C)(2)/APPROP ACT,06008,COLLET,32,CATTLE,6/15/2000,9/15/2000,ACTIVE,100,98
LLUT030000,GS/ESCALANTE NTL MON,4302513,01/01/2007,12/31/2016,FLPMA 402(C)(2)/APPROP ACT,06017,LOWER CATTLE,628,CATTLE,10/1/2000,4/15/2001,ACTIVE,100,4067
LLUT030000,GS/ESCALANTE NTL MON,4302513,01/01/2007,12/31/2016,FLPMA 402(C)(2)/APPROP ACT,25016,MUD SPRINGS,91,CATTLE,7/15/2011,10/15/2011,ACTIVE,100,278
LLUT030000,GS/ESCALANTE NTL MON,4303136,06/01/2007,05/31/2016,FLPMA 402(C)(2)/APPROP ACT,06015,LAKE,327,CATTLE,6/1/2007,9/30/2007,ACTIVE,100,1312
LLUT030000,GS/ESCALANTE NTL MON,4303136,06/01/2007,05/31/2016,FLPMA 402(C)(2)/APPROP ACT,06020,ROCK CREEK-MUDHOLES,167,CATTLE,10/1/2008,5/31/2009,ACTIVE,100,1334
LLUT030000,GS/ESCALANTE NTL MON,4303193,11/01/2007,10/31/2017,FLPMA 402(C)(2)/APPROP ACT,06007,CIRCLE CLIFFS,51,CATTLE,11/1/2007,3/31/2008,ACTIVE,100,255
LLUT030000,GS/ESCALANTE NTL MON,4303195,11/01/2007,10/31/2017,FLPMA 402(C)(2)/APPROP ACT,06009,DEATH HOLLOW,205,CATTLE,11/1/2007,3/31/2008,ACTIVE,100,1024
LLUT030000,GS/ESCALANTE NTL MON,4303195,11/01/2007,10/31/2017,FLPMA 402(C)(2)/APPROP ACT,06009,DEATH HOLLOW,23,CATTLE,4/1/2008,5/15/2008,ACTIVE,100,34
LLUT030000,GS/ESCALANTE NTL MON,4303195,11/01/2007,10/31/2017,FLPMA 402(C)(2)/APPROP ACT,06029,WAGON BOX MESA,16,CATTLE,11/1/2013,3/31/2014,ACTIVE,100,79
LLUT030000,GS/ESCALANTE NTL MON,4303553,11/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,15004,COTTONWOOD,93,CATTLE,11/1/2008,5/31/2009,ACTIVE,100,648
LLUT030000,GS/ESCALANTE NTL MON,4303561,01/01/2014,12/31/2023,FLPMA 402(C)(2)/APPROP ACT,25018,NIPPLE BENCH,105,CATTLE,12/1/2009,4/30/2010,ACTIVE,100,521
LLUT030000,GS/ESCALANTE NTL MON,4303599,06/01/2008,02/28/2018,FLPMA 402(C)(2)/APPROP ACT,04124,TIMBER MOUNTAIN,106,CATTLE,6/16/2008,10/15/2008,ACTIVE,100,425
